unixtime	low	high	open	close	volume	intervallStart_datetime	EMA_12	EMA_26	MACD	Signal_Line	Histogram	Histogram_Delta_Percentage	Histogram_Extrems	MFI
1513152000	14527.79	14565.9	14565.0	14550.94	13.734542149999982	2017-12-13 09:00:00	14497.6839696	14472.9240684	24.7599011989	3.11802347309	21.6418777258	-0.0833871403345	Maximum	62.883834779999056
1513152900	14519.15	14560.0	14550.94	14554.5	14.477388479999945	2017-12-13 09:15:00	14506.4248974	14478.96673	27.4581673508	7.98605224863	19.4721151021	-0.100257595536		55.93306550131164
1513153800	14541.04	14589.22	14554.49	14589.19	17.497954419999953	2017-12-13 09:30:00	14519.1579901	14487.1314167	32.0265733974	12.7941564784	19.232416919	-0.0123098174945		57.979876112002366
1513154700	14579.99	14661.18	14589.22	14655.4	21.602039620000053	2017-12-13 09:45:00	14540.1182993	14499.5957562	40.5225431103	18.3398338048	22.1827093055	0.153402060643	Minimum	60.46292569850989
1513155600	14596.01	14655.16	14655.16	14599.41	23.52437201000004	2017-12-13 10:00:00	14549.2400994	14506.9894039	42.250695528	23.1220061494	19.1286893786	-0.137675695286	Maximum	56.65231853348274
1513156500	14586.0	14605.0	14599.41	14605.0	21.18046158000005	2017-12-13 10:15:00	14557.8185457	14514.249448	43.5690976156	27.2114244426	16.3576731729	-0.144861791144		47.16739854690251
1513157400	14600.52	14624.8	14605.0	14620.0	19.48586912999998	2017-12-13 10:30:00	14567.3849232	14522.0828223	45.3021009877	30.8295597516	14.4725412361	-0.115244504333		55.07453173989407
1513158300	14614.53	14651.9	14620.0	14646.0	19.19442133999998	2017-12-13 10:45:00	14579.4795504	14531.2618725	48.2176779775	34.3071833968	13.9104945806	-0.0388353811721		61.97347632087318
1513159200	14622.16	14651.94	14651.71	14622.5	16.232440439999937	2017-12-13 11:00:00	14586.0980811	14538.0202523	48.0778288614	37.0613124897	11.0165163717	-0.20804279763		59.40264801843388
1513160100	14601.47	14640.42	14622.51	14602.8	14.049843169999964	2017-12-13 11:15:00	14588.6676071	14542.8187521	45.8488550085	38.8188209935	7.03003401504	-0.361864152164		53.33595840360662
1513161000	14553.0	14607.53	14602.8	14589.01	16.523383889999955	2017-12-13 11:30:00	14588.7202829	14546.240326	42.4799569186	39.5510481785	2.92890874007	-0.583372038627		47.899321814190436
1513161900	14588.99	14612.5	14589.01	14599.01	16.600880919999963	2017-12-13 11:45:00	14590.3033163	14550.1491908	40.1541255727	39.6716636573	0.482461915328	-0.835275879809		48.544178447848736
1513162800	14583.93	14605.0	14599.01	14605.0	23.702044450000077	2017-12-13 12:00:00	14592.5643446	14554.2122137	38.3521309219	39.4077571103	-1.05562618834	-3.18799900014		42.05901484730514
1513163700	14594.04	14605.0	14605.0	14601.6	19.596831269999953	2017-12-13 12:15:00	14593.9544454	14557.7224201	36.2320253588	38.77261076	-2.54058540115	-1.40670933443		44.17115438549125
1513164600	14577.9	14604.99	14601.54	14604.94	12.724801829999961	2017-12-13 12:30:00	14595.6445307	14561.2200186	34.4245121643	37.9029910408	-3.47847887655	-0.369164317398		43.807133453808966
1513165500	14579.23	14605.0	14604.94	14604.35	12.742822239999974	2017-12-13 12:45:00	14596.9838337	14564.414832	32.569001688	36.8361931703	-4.26719148223	-0.226740662704		48.931973183979096
1513166400	14597.01	14690.0	14604.35	14608.03	26.972325410000124	2017-12-13 13:00:00	14598.6832439	14567.6455852	31.0376587031	35.6764862768	-4.63882757374	-0.0870914963758		48.59466519666361
1513167300	14607.99	14684.99	14611.21	14668.99	18.28479338999997	2017-12-13 13:15:00	14609.4996679	14575.1525789	34.3470890288	35.4106068272	-1.06351779841	0.770735647853	Minimum	50.45465030827528
1513168200	14657.54	14708.7	14660.0	14708.7	20.347448579999995	2017-12-13 13:30:00	14624.7612575	14585.0449805	39.7162770159	36.271740865	3.44453615092	4.23881382715		58.1219371357934
1513169100	14651.0	14727.17	14708.71	14674.48	24.713040440000054	2017-12-13 13:45:00	14632.4102948	14591.6697967	40.7404980654	37.165492305	3.57500576034	0.037877265242		58.8150276010952
1513170000	14651.0	14684.95	14672.1	14684.0	16.56222432999997	2017-12-13 14:00:00	14640.3471725	14598.509071	41.8381014738	38.1000141388	3.738087335	0.0456171501799		49.8945385226726
1513170900	14641.0	14699.97	14684.0	14642.11	17.130751409999963	2017-12-13 14:15:00	14640.6183767	14601.7387695	38.8796072613	38.2559327633	0.623674498017	-0.833156787917	Maximum	42.90887470626707
1513171800	14617.0	14641.57	14641.05	14627.46	14.783998609999953	2017-12-13 14:30:00	14638.5940111	14603.6440458	34.9499652742	37.5947392655	-2.64477399128	-5.2406319317		43.25002077664323
1513172700	14596.14	14627.46	14627.46	14608.01	10.917832049999983	2017-12-13 14:45:00	14633.8887786	14603.9674498	29.9213287854	36.0600571695	-6.13872838403	-1.32107862686		43.496543873608154
1513173600	14602.5	14614.4	14608.01	14602.88	13.875809029999962	2017-12-13 15:00:00	14629.1181973	14603.886898	25.2312992995	33.8943055955	-8.66300629594	-0.411205343191		44.037910761122525
1513174500	14585.04	14622.43	14602.5	14608.6	17.24782066999996	2017-12-13 15:15:00	14625.9615516	14604.2360167	21.7255348955	31.4605514555	-9.73501655999	-0.123745756083		37.886778837802524
1513175400	14563.4	14640.0	14610.0	14610.0	21.09698907999996	2017-12-13 15:30:00	14623.5059282	14604.6629784	18.8429498508	28.9370311346	-10.0940812838	-0.0368838328689		37.7878831957652
1513176300	14570.01	14610.0	14610.0	14599.79	19.88734928	2017-12-13 15:45:00	14619.8573239	14604.302017	15.5553068687	26.2606862814	-10.7053794127	-0.0605600561064		28.612511169411817
1513177200	14570.0	14599.79	14599.79	14579.0	15.716699459999948	2017-12-13 16:00:00	14613.5715818	14602.4277935	11.1437882148	23.2373066681	-12.0935184533	-0.129667430469		28.580068629609727
1513178100	14513.94	14579.98	14579.0	14513.98	18.820799600000008	2017-12-13 16:15:00	14598.2497999	14595.8761051	2.37369481678	19.0645842978	-16.690889481	-0.380151652763		23.169753216728495
1513179000	14415.54	14514.07	14514.06	14441.84	14.148105259999962	2017-12-13 16:30:00	14574.1867538	14584.4660233	-10.2792694673	13.1958135448	-23.4750830121	-0.406460874286		17.668828845366164
1513179900	14401.12	14489.52	14436.1	14453.51	12.618028469999961	2017-12-13 16:45:00	14555.6210994	14574.7655771	-19.1444777301	6.7277552898	-25.8722330199	-0.102114655212		7.526606873932224
1513180800	14318.8	14453.51	14453.5	14320.0	17.388425049999963	2017-12-13 17:00:00	14519.3716995	14555.8940529	-36.5223534035	-1.92226644887	-34.6000869547	-0.337344439036		0.0
1513181700	14300.0	14320.0	14320.0	14317.62	22.15794858999997	2017-12-13 17:15:00	14488.3329765	14538.244123	-49.9111465562	-11.5200424703	-38.3911040858	-0.109566693752		0.0
1513182600	14300.0	14320.0	14317.61	14300.03	14.791999549999925	2017-12-13 17:30:00	14459.3632878	14520.5986324	-61.2353446494	-21.4631029061	-39.7722417433	-0.0359754607312		0.0
1513183500	14154.67	14300.03	14300.03	14232.81	29.273301570000072	2017-12-13 17:45:00	14424.5089358	14499.280956	-74.7720201396	-32.1248863528	-42.6471337868	-0.0722838823632		0.0
1513184400	14100.05	14301.0	14239.99	14220.97	25.974182960000096	2017-12-13 18:00:00	14393.1952534	14478.6653296	-85.4700762059	-42.7939243234	-42.6761518824	-0.000680423115093		0.0
1513185300	14119.0	14221.13	14221.13	14131.0	26.659895630000086	2017-12-13 18:15:00	14352.8575221	14452.9123422	-100.054820119	-54.2461034825	-45.8087166362	-0.0734031681764		0.0
1513186200	13944.02	14199.0	14131.14	14170.22	33.45185037999996	2017-12-13 18:30:00	14324.7594418	14431.9721687	-107.212726944	-64.8394281747	-42.3732987688	0.0749948507528	Minimum	0.0
1513187100	14139.17	14399.6	14170.26	14192.19	28.051618740000077	2017-12-13 18:45:00	14304.364143	14414.2105266	-109.846383551	-73.8408192499	-36.0055643007	0.150277053077		11.360376110178947
1513188000	13955.0	14192.21	14192.16	14020.07	25.435390010000052	2017-12-13 19:00:00	14260.6265826	14385.014932	-124.388349456	-83.9503252911	-40.4380241648	-0.123104857544	Maximum	10.970377013972566
1513188900	13298.03	14020.04	14020.03	13345.69	32.17313736000018	2017-12-13 19:15:00	14119.8671083	14308.0279	-188.160791695	-104.792418572	-83.3683731235	-1.06163319909		10.8457922139973
1513189800	13120.07	13800.0	13345.72	13757.09	41.118674190000064	2017-12-13 19:30:00	14064.0552455	14267.2176852	-203.162439699	-124.466422797	-78.6960169014	0.0560447091276	Minimum	20.193244742477688
1513190700	13700.07	14074.0	13757.04	13788.65	39.513595870000074	2017-12-13 19:45:00	14021.6852077	14231.768227	-210.083019306	-141.589742099	-68.4932772068	0.129647472596		30.375306418864625
1513191600	13710.0	14030.0	13789.75	13826.05	29.58077533000009	2017-12-13 20:00:00	13991.5874835	14201.715025	-210.12754157	-155.297301993	-54.8302395767	0.199479980915		39.48122030176686
1513192500	13821.91	14102.23	13821.91	14088.92	30.10635115000016	2017-12-13 20:15:00	14006.5617168	14193.359838	-186.798121218	-161.597465838	-25.2006553796	0.540387647872		45.680627887667995
1513193400	13919.79	14088.92	14070.0	14061.17	28.492849950000075	2017-12-13 20:30:00	14014.9629911	14183.5679981	-168.605007025	-162.998974075	-5.60603294931	0.777544160465		51.314827872402084
1513194300	14014.04	14125.05	14076.76	14090.0	21.39868633000004	2017-12-13 20:45:00	14026.5071463	14176.6370353	-150.129888987	-160.425157058	10.2952680706	2.83646228334		56.983410279500404
1513195200	14065.53	14120.0	14090.0	14070.0	19.55574277999998	2017-12-13 21:00:00	14033.1983546	14168.7379957	-135.539641078	-155.448053862	19.9084127841	0.933743992645		62.44930090853415
1513196100	13975.43	14089.0	14070.01	13994.73	22.288888910000054	2017-12-13 21:15:00	14027.2801462	14155.8485145	-128.568368316	-150.072116753	21.5037484369	0.0801337439625		61.75501726484443
1513197000	13801.35	13995.0	13979.0	13887.34	19.369265640000005	2017-12-13 21:30:00	14005.7508929	14135.9589949	-130.208101983	-146.099313799	15.8912118157	-0.261002710185	Maximum	62.89501073489734
1513197900	13882.0	13917.5	13887.34	13901.58	13.921181069999944	2017-12-13 21:45:00	13989.7246017	14118.5975879	-128.872986173	-142.654048273	13.7810621009	-0.132787212159		68.89061660779322
1513198800	13900.4	14177.0	13901.58	14172.26	24.117029690000034	2017-12-13 22:00:00	14017.8069707	14122.5725814	-104.765610695	-135.076360758	30.3107500626	1.19944949386	Minimum	74.87276466360755
1513199700	14124.99	14200.22	14172.25	14199.0	15.978835999999967	2017-12-13 22:15:00	14045.6828213	14128.2338716	-82.551050299	-124.571298666	42.020248367	0.386315029494		74.23660101744714
1513200600	14140.04	14200.0	14199.0	14194.76	12.936811399999963	2017-12-13 22:30:00	14068.6177719	14133.161733	-64.5439610964	-112.565831152	48.0218700557	0.142826897079		81.2691712512427
1513201500	14180.89	14243.95	14194.37	14226.04	11.842380569999973	2017-12-13 22:45:00	14092.8365762	14140.0416046	-47.2050284037	-99.4936706024	52.2886421987	0.0888506036526		87.93602492791608
1513202400	14224.0	14244.4	14226.05	14225.8	14.282809739999944	2017-12-13 23:00:00	14113.2924876	14146.3940784	-33.1015907852	-86.215254639	53.1136638537	0.0157782191385		87.23474263415001
1513203300	14161.45	14243.11	14225.8	14238.89	13.835407309999955	2017-12-13 23:15:00	14132.6151818	14153.2456281	-20.6304463173	-73.0982929746	52.4678466573	-0.0121591535884	Maximum	81.38996065486347
1513204200	14103.22	14243.0	14239.74	14134.98	19.093771259999983	2017-12-13 23:30:00	14132.979	14151.8926186	-18.9136186423	-62.2613581082	43.3477394659	-0.173822784285		74.67467619422214
1513205100	14134.97	14160.0	14134.98	14150.1	13.404458409999974	2017-12-13 23:45:00	14135.613	14151.7598321	-16.1468320748	-53.0384529015	36.8916208267	-0.148937838944		66.54698392923271
1513206000	14137.91	14150.11	14150.11	14140.0	12.566096229999967	2017-12-14 00:00:00	14136.2879231	14150.8887334	-14.6008103244	-45.3509243861	30.7501140617	-0.166474300327		58.97445449074442
1513206900	13950.01	14140.04	14140.0	13955.78	13.191896339999973	2017-12-14 00:15:00	14108.5174734	14136.4362346	-27.9187612571	-41.8644917603	13.9457305032	-0.546481991083		50.849248115836964
1513207800	13930.01	14019.93	13955.77	13930.92	11.846437139999964	2017-12-14 00:30:00	14081.1947852	14121.2128098	-40.01802468	-41.4951983442	1.47717366422	-0.894076996262		43.26353926842899
1513208700	13901.0	13994.0	13905.48	13990.99	10.102967509999981	2017-12-14 00:45:00	14067.3171259	14111.5666758	-44.2495498725	-42.0460686499	-2.20348122267	-2.49168731885		50.17685441082406
1513209600	13900.0	13990.99	13990.99	13971.64	10.426533029999977	2017-12-14 01:00:00	14052.5975681	14101.2017368	-48.6041687571	-43.3576886713	-5.24648008574	-1.38099604924		53.133190377038794
1513210500	13949.01	13989.99	13971.64	13949.01	7.489301689999987	2017-12-14 01:15:00	14036.6610191	14089.9282748	-53.2672557035	-45.3396020778	-7.92765362577	-0.511042355296		51.053341630570735
1513211400	13930.12	13955.0	13949.0	13945.94	6.140150369999992	2017-12-14 01:30:00	14022.7039393	14079.2624767	-56.5585374342	-47.583389149	-8.97514828515	-0.132131738952		45.56191096474027
1513212300	13945.93	14093.26	13945.94	14089.04	5.661524079999988	2017-12-14 01:45:00	14032.9094871	14079.9867377	-47.0772506142	-47.4821614421	0.404910827839	1.04511466719	Minimum	39.90120965705486
1513213200	13989.93	14089.04	14089.04	14014.6	4.089987969999993	2017-12-14 02:00:00	14030.0926429	14075.1432756	-45.0506327284	-46.9958556993	1.94522297097	3.80407743442		32.59082210956022
1513214100	13912.29	14013.99	13989.98	13912.88	3.6655335499999953	2017-12-14 02:15:00	14012.0599286	14063.1237737	-51.0638451229	-47.809453584	-3.25439153882	-2.67301722599	Maximum	26.030893303548922
1513215000	13863.0	13953.38	13911.99	13863.0	3.8638853599999945	2017-12-14 02:30:00	13989.1276319	14048.2997905	-59.1721585929	-50.0819945858	-9.09016400712	-1.79319925052		19.31562840878067
1513215900	13855.04	13863.0	13863.0	13862.39	5.400958199999994	2017-12-14 02:45:00	13969.6295347	14034.5286949	-64.8991602166	-53.045427712	-11.8537325046	-0.304017451756		20.833823543831784
1513216800	13855.0	13862.73	13862.39	13855.0	5.740978919999995	2017-12-14 03:00:00	13951.9942217	14021.2302731	-69.2360514007	-56.2835524497	-12.952498951	-0.0926937102696		22.258436493912143
1513217700	13850.0	13892.36	13855.01	13850.0	5.564365859999998	2017-12-14 03:15:00	13936.3028029	14008.5465491	-72.2437461872	-59.4755911972	-12.7681549899	0.0142323085108	Minimum	29.930915825043215
1513218600	13805.0	13850.01	13850.0	13814.73	8.626114780000009	2017-12-14 03:30:00	13917.5992948	13994.1897677	-76.5904729151	-62.8985675408	-13.6919053743	-0.0723479927304	Maximum	32.20930629963563
1513219500	13801.0	13849.18	13814.73	13802.96	4.140843619999996	2017-12-14 03:45:00	13899.9624802	13980.0245997	-80.0621195207	-66.3312779368	-13.7308415839	-0.00284373930966		33.536191330142586
1513220400	13801.0	13879.52	13802.15	13847.86	1.8800789500000008	2017-12-14 04:00:00	13891.946714	13970.2346294	-78.2879153566	-68.7226054207	-9.56530993589	0.30337045421	Minimum	41.2797125846935
1513221300	13804.87	13835.82	13835.82	13812.0	1.5528871400000004	2017-12-14 04:15:00	13879.6472196	13958.5135457	-78.8663261642	-70.7513495694	-8.1149765948	0.151624291404		31.92118042783713
1513222200	13801.0	13835.29	13811.61	13835.29	4.160954419999997	2017-12-14 04:30:00	13872.8230319	13949.3858757	-76.5628437353	-71.9136484026	-4.64919533267	0.427084566621		37.69487702608753
1513223100	13835.32	13874.86	13835.32	13874.8	2.4129405899999994	2017-12-14 04:45:00	13873.1271809	13943.860996	-70.733815123	-71.6776817467	0.943866623674	1.20301720107		31.89404817610965
1513224000	13874.79	13985.24	13874.8	13983.02	5.284272409999996	2017-12-14 05:00:00	13890.0337684	13946.761663	-56.727894528	-68.6877243029	11.959829775	11.671101483		38.318050913023754
1513224900	13983.0	14010.7	13983.01	14008.21	6.319423609999995	2017-12-14 05:15:00	13908.2147271	13951.3133916	-43.0986644945	-63.5699123413	20.4712478468	0.711667158474		37.4654622341888
1513225800	13997.02	14032.72	14009.49	14032.72	4.352329429999995	2017-12-14 05:30:00	13927.3693845	13957.3435108	-29.9741262689	-56.8507551268	26.8766288579	0.312896461372		47.23931828710284
1513226700	14041.32	14075.3	14041.32	14056.19	2.7966989199999994	2017-12-14 05:45:00	13947.1879407	13964.6654729	-17.477532203	-48.976110542	31.498578339	0.171969092759		54.02119985846672
1513227600	14035.02	14071.84	14060.04	14035.04	3.9944316699999987	2017-12-14 06:00:00	13960.7036422	13969.8784009	-9.17475870752	-41.0158401751	31.8410814676	0.0108736059424		54.76050969519121
1513228500	14012.3	14068.59	14035.02	14054.58	3.044927249999999	2017-12-14 06:15:00	13975.1461587	13976.1525934	-1.00643464457	-33.013959069	32.0075244244	0.00522730225117		54.60672054147649
1513229400	13964.67	14041.61	14041.61	13964.67	5.989411409999998	2017-12-14 06:30:00	13973.534442	13975.3020309	-1.7675889013	-26.7646850355	24.9970961342	-0.219024383058	Maximum	56.71044981639645
1513230300	13943.24	14003.35	13943.89	13998.97	3.475901989999997	2017-12-14 06:45:00	13977.4476048	13977.0552138	0.39239097051	-21.3332698343	21.7256608048	-0.130872614636		46.921252390037836
1513231200	13998.97	14040.03	13998.97	14040.03	0.8667009800000002	2017-12-14 07:00:00	13987.0756656	13981.7200128	5.35565279634	-15.9954853082	21.3511381045	-0.0172387253791		54.58710042759104
1513232100	14044.43	14124.01	14044.44	14124.01	9.550457189999976	2017-12-14 07:15:00	14008.1424863	13992.2600118	15.8824744229	-9.61989336195	25.5023677848	0.194426623069	Minimum	64.65118297249938
1513233000	14068.91	14124.01	14091.32	14085.59	9.417666199999976	2017-12-14 07:30:00	14020.0574884	13999.1733443	20.8841440799	-3.51908587358	24.4032299535	-0.0430994423983	Maximum	50.88151654593823
1513233900	13986.5	14114.87	14086.14	14013.13	8.646911139999975	2017-12-14 07:45:00	14018.9917209	14000.2071706	18.7845502889	0.941641358913	17.84290893	-0.268830029304		44.75226047205404
1513234800	13987.09	14084.35	14011.1	14084.34	6.500192049999982	2017-12-14 08:00:00	14029.0453023	14006.4392321	22.6060702499	5.27452713711	17.3315431128	-0.0286593301117		50.353478466325015
1513235700	14041.68	14084.35	14084.35	14058.49	9.870012939999976	2017-12-14 08:15:00	14033.5752558	14010.2948445	23.2804112991	8.87570396952	14.4047073296	-0.168873352138		52.00043265219993
1513236600	14040.01	14089.98	14058.49	14072.5	7.189837309999976	2017-12-14 08:30:00	14039.563678	14014.9026338	24.6610441861	12.0327720128	12.6282721733	-0.123323238415		56.49562080313272
1513237500	14069.04	14100.0	14072.52	14100.0	26.85686786000009	2017-12-14 08:45:00	14048.8615737	14021.2061424	27.6554312721	15.1573038647	12.4981274074	-0.0103058252212		57.531626049011145
1513238400	14099.99	14361.0	14100.0	14361.0	22.782721440000067	2017-12-14 09:00:00	14096.88287	14046.3760578	50.5068122509	22.227205542	28.279606709	1.26270750706	Minimum	66.0692189156743
1513239300	14209.0	14440.52	14361.0	14326.31	30.698794280000076	2017-12-14 09:15:00	14132.1793516	14067.1119054	65.0674462115	30.7952536759	34.2721925357	0.211904850316		71.32234311842744
1513240200	14276.95	14400.0	14326.31	14338.55	19.77582398000005	2017-12-14 09:30:00	14163.9286821	14087.2184309	76.7102512096	39.9782531826	36.731998027	0.0717726328349		78.63933441523845
1513241100	14315.69	14349.94	14345.92	14338.93	13.929606489999955	2017-12-14 09:45:00	14190.8519618	14105.8637323	84.9882294706	48.9802484402	36.0079810304	-0.0197107980903	Maximum	70.97691458566587
1513242000	14338.92	14349.44	14338.93	14349.44	13.587752749999945	2017-12-14 10:00:00	14215.2501215	14123.9064188	91.3437027011	57.4529392924	33.8907634087	-0.0587985652375		74.52172005373039
1513242900	14341.71	14380.0	14349.44	14341.75	19.117539110000013	2017-12-14 10:15:00	14234.7116413	14140.0429804	94.6686608994	64.8960836138	29.7725772856	-0.121513524894		78.82978143344367
1513243800	14115.0	14350.0	14341.75	14115.0	18.175419909999988	2017-12-14 10:30:00	14216.2944657	14138.1879448	78.106520902	67.5381710714	10.5683498306	-0.645030736534		70.81688840861605
1513244700	14102.77	14197.0	14137.93	14140.07	16.160647009999963	2017-12-14 10:45:00	14204.5676248	14138.3273563	66.2402685291	67.278590563	-1.03832203388	-1.09824826492		64.75842575584414
1513245600	14074.99	14165.77	14140.08	14075.0	11.779500269999962	2017-12-14 11:00:00	14184.6341441	14133.636441	50.9977030685	64.0224130641	-13.0247099956	-11.5439984615		62.83727589119291
1513246500	14066.04	14134.15	14075.0	14134.0	9.997126569999976	2017-12-14 11:15:00	14176.8442758	14133.6633713	43.1809044533	59.8541113419	-16.6732068886	-0.280121161568		67.37115087506339
1513247400	14128.0	14172.55	14134.0	14165.79	11.34952315999998	2017-12-14 11:30:00	14175.1436179	14136.0431216	39.1004963707	55.7033883477	-16.602891977	0.00421723979757	Minimum	67.57057447958746
1513248300	14165.8	14245.66	14165.8	14207.51	9.837961679999973	2017-12-14 11:45:00	14180.1230613	14141.3369644	38.7860969172	52.3199300616	-13.5338331444	0.184850858321		68.25375817002026
1513249200	14138.29	14207.52	14207.52	14159.68	9.907456569999976	2017-12-14 12:00:00	14176.977975	14142.6957078	34.282267181	48.7123974855	-14.4301303045	-0.0662264083272	Maximum	64.01681472477087
1513250100	14080.0	14159.53	14159.53	14080.01	12.217494639999966	2017-12-14 12:15:00	14162.059825	14138.052322	24.0075029469	43.7714185777	-19.7639156309	-0.369628354966		60.22594988111264
1513251000	14080.0	14175.0	14080.01	14174.99	13.005191059999966	2017-12-14 12:30:00	14164.0490827	14140.7884463	23.2606363481	39.6692621318	-16.4086257837	0.169768476542	Minimum	57.60288835924602
1513251900	14171.45	14189.9	14175.0	14175.19	10.755959259999967	2017-12-14 12:45:00	14165.76307	14143.3367096	22.4263603935	36.2206817842	-13.7943213906	0.159325005491		55.59528360533031
1513252800	14150.0	14189.17	14165.49	14170.0	7.843928559999981	2017-12-14 13:00:00	14166.4149053	14145.3117681	21.1031372338	33.1971728741	-12.0940356403	0.123259832953		45.20705800883804
1513253700	14169.99	14282.57	14170.0	14280.48	20.881154250000066	2017-12-14 13:15:00	14183.9633814	14155.3242297	28.6391517128	32.2855686418	-3.64641692905	0.698494610277		52.699904004760846
1513254600	14252.32	14290.0	14280.51	14256.42	18.13740784	2017-12-14 13:30:00	14195.1105535	14162.8128053	32.2977482224	32.2880045579	0.00974366444606	1.00267212023		54.46390531334987
1513255500	14210.95	14256.43	14256.43	14225.12	8.223496069999996	2017-12-14 13:45:00	14199.7273915	14167.4281531	32.2992383855	32.2902513234	0.00898706204868	-0.0776507033436	Maximum	45.90984705315988
1513256400	14159.83	14233.08	14225.11	14186.51	7.399816439999976	2017-12-14 14:00:00	14197.6939466	14168.8416232	28.8523234035	31.6026657394	-2.75034233597	-307.033531434		48.768499455532286
1513257300	14105.0	14200.0	14186.57	14120.98	12.640705589999945	2017-12-14 14:15:00	14185.891801	14165.2963178	20.5954831936	29.4012292303	-8.80574603668	-2.20169090281		51.9092903104357
1513258200	14116.36	14159.8	14120.98	14151.0	11.146180599999981	2017-12-14 14:30:00	14180.5238316	14164.2373313	16.2865003147	26.7782834472	-10.4917831325	-0.191470102448		60.71129183328256
1513259100	14107.95	14151.01	14151.01	14131.0	13.29628868999997	2017-12-14 14:45:00	14172.9047806	14161.7753067	11.1294738391	23.6485215255	-12.5190476865	-0.193224023832		53.76182203173919
1513260000	14099.1	14138.98	14138.98	14099.1	9.282787829999972	2017-12-14 15:00:00	14161.550199	14157.1326914	4.41750752521	19.8023187255	-15.3848112003	-0.228912261184		46.72762599841276
1513260900	13911.01	14099.31	14099.31	13915.0	22.671709470000025	2017-12-14 15:15:00	14123.6193991	14139.1969365	-15.5775373933	12.7263475017	-28.303884895	-0.839729102074		40.43688196858356
1513261800	13914.99	14019.59	13915.01	13951.01	14.096915119999952	2017-12-14 15:30:00	14097.0641069	14125.2571634	-28.1930564903	4.54246670332	-32.7355231936	-0.156573499185		37.584858777056795
1513262700	13801.01	13950.0	13950.0	13809.82	21.64498817000002	2017-12-14 15:45:00	14052.8727059	14101.8914476	-49.0187417487	-6.16977498708	-42.8489667616	-0.308944002764		36.7584478181702
1513263600	13602.02	13809.84	13801.02	13700.0	28.321669270000033	2017-12-14 16:00:00	13998.5845973	14072.1217108	-73.5371134839	-19.6432426864	-53.8938707975	-0.2577636025		28.62306001785298
1513264500	13650.18	13780.0	13700.0	13779.99	22.113886800000024	2017-12-14 16:15:00	13964.9546592	14050.4823248	-85.5276655444	-32.820127258	-52.7075382864	0.0220123827348	Minimum	33.650596746604094
1513265400	13779.99	13990.34	13779.99	13958.55	29.014391340000053	2017-12-14 16:30:00	13963.969327	14043.6725229	-79.7031958991	-42.1967409862	-37.5064549128	0.288404351024		41.94122272933973
1513266300	13859.43	13968.94	13957.43	13860.0	33.430810030000075	2017-12-14 16:45:00	13947.974046	14030.0671509	-82.0931049131	-50.1760137716	-31.9170911415	0.149024048909		34.94659548597896
1513267200	13859.99	13945.0	13860.0	13921.17	17.995867949999994	2017-12-14 17:00:00	13943.8503466	14022.0006953	-78.1503486715	-55.7708807516	-22.3794679199	0.298824951788		38.04428185682498
1513268100	13885.54	13966.95	13921.54	13944.06	13.982704959999962	2017-12-14 17:15:00	13943.882601	14016.2273104	-72.344709466	-59.0856464945	-13.2590629716	0.407534485672		45.285140481031846
1513269000	13817.08	13967.0	13959.87	13864.99	8.232858039999973	2017-12-14 17:30:00	13931.7452777	14005.0245467	-73.279268955	-61.9243709866	-11.3548979684	0.143612335745		44.30094807536278
1513269900	13819.25	13865.0	13865.0	13857.94	13.868803089999954	2017-12-14 17:45:00	13920.3906196	13994.1293951	-73.7387754611	-64.2872518815	-9.45152357964	0.167625846932		44.18649495473168
1513270800	13850.1	13967.0	13857.94	13966.52	14.761661819999961	2017-12-14 18:00:00	13927.4874474	13992.0842547	-64.5968073339	-64.349162972	-0.247644361922	0.973798471766		44.392329868409355
1513271700	13966.51	14142.0	13966.51	14129.44	13.852072569999963	2017-12-14 18:15:00	13958.5570709	14002.2587544	-43.7016835039	-60.2196670784	16.5179835745	67.7004225182		49.44252403247416
1513272600	14091.0	14133.77	14128.95	14091.2	12.140112569999967	2017-12-14 18:30:00	13978.9636753	14008.8469948	-29.8833194376	-54.1523975502	24.2690781126	0.469251861354		54.679364529207675
1513273500	14091.19	14120.0	14091.2	14108.01	10.575275369999957	2017-12-14 18:45:00	13998.8169561	14016.1924026	-17.3754465146	-46.7970073431	29.4215608285	0.212306486962		58.71625157339216
1513274400	14108.01	14170.0	14108.01	14159.89	15.926705449999952	2017-12-14 19:00:00	14023.5974244	14026.836669	-3.23924469159	-38.0854548128	34.8462101212	0.184376665955		65.73264218597136
1513275300	14124.31	14185.8	14156.44	14148.96	11.686833179999955	2017-12-14 19:15:00	14042.8839745	14035.8828417	7.00113274459	-29.0681373013	36.0692700459	0.0350987932533		71.53917678431395
1513276200	14124.01	14148.96	14148.96	14132.11	12.075978329999964	2017-12-14 19:30:00	14056.6110553	14043.0107794	13.6002759468	-20.5344546517	34.1347305985	-0.0536340060378	Maximum	74.3490834346124
1513277100	14080.0	14149.95	14132.12	14080.06	5.43610201999999	2017-12-14 19:45:00	14060.2185853	14045.7551661	14.4634191856	-13.5348798842	27.9982990698	-0.179770908429		67.284847879517
1513278000	14001.01	14080.0	14080.0	14042.65	9.533060049999985	2017-12-14 20:00:00	14057.515726	14045.5251538	11.9905722167	-8.42978946405	20.4203616808	-0.270657062779		62.216699025624195
