	unixtime	low	high	open	close	volume	intervallStart_datetime
5324	1514453400	13122.49	13221.1	13122.49	13176.56	8.400674539999997	2017-12-28 10:30:00
5325	1514453700	13134.9	13200.0	13190.14	13134.9	6.329649469999996	2017-12-28 10:35:00
5326	1514454000	13146.21	13205.0	13146.28	13202.39	6.508184759999994	2017-12-28 10:40:00
5327	1514454300	13145.0	13202.39	13202.39	13146.99	10.286838509999988	2017-12-28 10:45:00
5328	1514454600	13145.85	13199.0	13145.85	13192.94	9.20655130999999	2017-12-28 10:50:00
5329	1514454900	13066.0	13192.94	13192.94	13100.0	5.862881199999993	2017-12-28 10:55:00
5330	1514455200	13099.43	13120.0	13100.0	13117.08	6.236156219999993	2017-12-28 11:00:00
5331	1514455500	13117.05	13125.0	13117.08	13124.98	5.411900049999993	2017-12-28 11:05:00
5332	1514455800	13124.98	13129.99	13124.98	13125.05	7.680091419999991	2017-12-28 11:10:00
5333	1514456100	13104.99	13130.0	13125.05	13105.08	10.204958099999995	2017-12-28 11:15:00
5334	1514456400	13050.0	13105.01	13104.99	13061.43	5.942280169999995	2017-12-28 11:20:00
5335	1514456700	13055.0	13061.6	13061.34	13060.0	8.93582469999999	2017-12-28 11:25:00
5336	1514457000	13042.0	13070.01	13060.0	13043.09	4.974702379999992	2017-12-28 11:30:00
