unixtime;low;high;open;close;volume;intervallStart_datetime;typical_price;macd;macd_delta_absolute;macd_delta_percentage;mfi;mfi_delta_absolute;mfi_delta_percentage;trend_1_intervall;trend_2_intervall;trend_3_intervall;Signal;
1514169900;12100;12250,4;12200;12156,66;6,33203783;25.12.2017 03:45;12169,02;22,38333768;-34,84601378;-0,608883604;35,06322328;-11,70970484;-0,250352187;UP;DOWN;DOWN;0;
1514170800;12128,21;12264,99;12156,66;12132,81;9,87672539;25.12.2017 04:00;12175,33667;-10,76656736;-33,14990504;-1,481008128;39,92532573;4,862102454;0,138666728;DOWN;DOWN;DOWN;0;
1514171700;12100;12132,82;12132,81;12100,06;7,80688526;25.12.2017 04:15;12110,96;-35,67665467;-24,91008731;-2,31365174;31,41201199;-8,51331374;-0,213230915;UP;DOWN;DOWN;0;
1514172600;12100;12179,4;12100,06;12100;3,25934807;25.12.2017 04:30;12126,46667;-58,37469966;-22,698045;-0,636215621;26,64523937;-4,766772626;-0,151749994;DOWN;DOWN;UP;0;
1514173500;12010,01;12102,37;12102,36;12010,01;5,70986768;25.12.2017 04:45;12040,79667;-86,91948249;-28,54478282;-0,488992371;28,94830748;2,303068117;0,086434507;UP;UP;UP;0;
1514174400;12000,01;12133,28;12010,01;12133,27;6,56151698;25.12.2017 05:00;12088,85333;-92,3949601;-5,475477611;-0,062994825;25,48731089;-3,46099659;-0,119557822;UP;UP;UP;1;
1514175300;12133,28;12296,12;12133,28;12296,1;1,6756666;25.12.2017 05:15;12241,83333;-82,83093195;9,564028143;0,103512444;24,4318834;-1,055427494;-0,04140992;UP;UP;UP;0;
1514176200;12241,08;12400;12296,1;12304,81;5,74534215;25.12.2017 05:30;12315,29667;-74,96887837;7,862053586;0,094916879;29,74757266;5,315689258;0,217571817;UP;DOWN;DOWN;0;
1514177100;12302,02;12482,09;12304,83;12377,83;4,54580743;25.12.2017 05:45;12387,31333;-57,18398894;17,78488943;0,237230299;40,78982932;11,04225666;0,371198578;DOWN;DOWN;DOWN;0;
1514178000;12227,67;12377,84;12377,83;12237,71;3,76337656;25.12.2017 06:00;12281,07333;-56,33874863;0,845240311;0,014781066;42,87357814;2,083748819;0,05108501;DOWN;DOWN;DOWN;0;
1514178900;12170,19;12248,3;12234,16;12248,3;2,47952182;25.12.2017 06:15;12222,26333;-52,71179113;3,6269575;0,064377672;44,97224946;2,098671327;0,048950226;DOWN;DOWN;UP;0;
1514179800;12137,43;12249,21;12248,3;12137,43;2,21190518;25.12.2017 06:30;12174,69;-55,11502666;-2,40323553;-0,045591991;46,69781567;1,725566208;0,038369577;DOWN;UP;UP;0;
1514180700;12100,1;12178,14;12157,09;12150;1,66185897;25.12.2017 06:45;12142,74667;-53,15899743;1,95602923;0,035489944;39,84488903;-6,852926647;-0,146750475;UP;UP;UP;0;
1514181600;12149,99;12344,64;12150;12344,64;3,71805042;25.12.2017 07:00;12279,75667;-32,42557968;20,73341774;0,390026501;44,84741513;5,002526103;0,125550007;UP;DOWN;DOWN;0;
1514182500;12320;12343,04;12340;12320;1,86510622;25.12.2017 07:15;12327,68;-15,23762391;17,18795578;0,530073971;59,87297064;15,02555551;0,33503727;DOWN;DOWN;UP;0;
1514183400;12158,27;12320,01;12320,01;12158,27;6,80094735;25.12.2017 07:30;12212,18333;-14,36726214;0,870361764;0,057119258;53,85269918;-6,020271458;-0,100550739;DOWN;UP;UP;0;
1514184300;12153,14;12245,99;12158,27;12211,01;4,03323955;25.12.2017 07:45;12203,38;-6,944070483;7,423191659;0,51667406;56,69389271;2,841193526;0,052758609;UP;UP;UP;0;
1514185200;12211,01;12462,28;12211,01;12397,07;5,92114325;25.12.2017 08:00;12356,78667;15,32362652;22,26769701;3,206721052;53,71835763;-2,975535075;-0,052484226;DOWN;UP;UP;0;
1514186100;12300;12416,93;12397,07;12300;7,44902995;25.12.2017 08:15;12338,97667;20,94861345;5,624986924;0,367079354;51,11198495;-2,606372681;-0,048519218;UP;UP;UP;0;
1514187000;12277,3;12444;12300;12364,81;4,91992567;25.12.2017 08:30;12362,03667;29,29976101;8,35114756;0,398649179;52,69229324;1,580308291;0,030918547;UP;UP;UP;0;
1514187900;12335,39;12458,54;12364,81;12412,02;6,60371712;25.12.2017 08:45;12401,98333;38,49124452;9,191483513;0,313705068;51,43843547;-1,25385777;-0,023795847;DOWN;DOWN;UP;0;
1514188800;12337,16;12480;12412,11;12337,23;6,79675065;25.12.2017 09:00;12384,79667;41,76915723;3,277912713;0,085159957;44,57936101;-6,859074462;-0,133345317;DOWN;UP;UP;0;
1514189700;12337,23;12414,91;12337,23;12395,54;6,33978234;25.12.2017 09:15;12382,56;47,53472385;5,765566616;0,138034066;34,64996054;-9,92940047;-0,22273537;UP;UP;UP;0;
1514190600;12395,54;12524,48;12395,54;12524,48;9,09038787;25.12.2017 09:30;12481,5;66,34699692;18,81227307;0,395758543;43,55689041;8,906929875;0,257054546;UP;UP;UP;0;
1514191500;12524,47;12686,59;12524,48;12678,41;15,75739098;25.12.2017 09:45;12629,82333;94,53119731;28,18420039;0,424799941;53,31855205;9,76166164;0,224112914;UP;DOWN;DOWN;0;
1514192400;12587,34;12850;12680;12600,87;19,5176184;25.12.2017 10:00;12679,40333;102,6569708;8,125773515;0,085958644;63,89684425;10,5782922;0,198397964;DOWN;DOWN;DOWN;2;1
1514193300;12537,94;12677,72;12600,36;12657,07;12,6807488;25.12.2017 10:15;12624,24333;112,8604267;10,20345588;0,099393697;52,63702452;-11,25981973;-0,176218714;DOWN;DOWN;DOWN;0;
1514194200;12510;12657,01;12657;12510,19;14,00189615;25.12.2017 10:30;12559,06667;109,3383913;-3,522035402;-0,031207001;45,89422253;-6,742801992;-0,128099984;DOWN;DOWN;UP;0;
1514195100;12373,82;12510,19;12510,19;12373,83;11,77719006;25.12.2017 10:45;12419,28;91,07803228;-18,26035902;-0,167007753;38,96687992;-6,927342612;-0,150941496;UP;UP;UP;0;
1514196000;12373,82;12600;12373,83;12553;17,42312549;25.12.2017 11:00;12508,94;87,58679847;-3,491233818;-0,038332337;44,93862035;5,971740434;0,153251696;UP;UP;UP;0;
1514196900;12552,99;12630;12553;12552,99;11,0705766;25.12.2017 11:15;12578,66;84,60473023;-2,982068236;-0,034047006;53,77826219;8,839641843;0,196704789;DOWN;UP;UP;0;
1514197800;12471,65;12671,77;12553;12575,01;9,17709938;25.12.2017 11:30;12572,81;82,68979702;-1,914933209;-0,022633879;48,55649365;-5,221768546;-0,097098127;UP;UP;UP;0;
1514198700;12570;12629,4;12575,01;12620,82;7,79201361;25.12.2017 11:45;12606,74;84,80905449;2,119257472;0,025629008;53,51892092;4,962427276;0,102199045;UP;UP;UP;0;
1514199600;12620;12690;12620,82;12637,21;10,98806808;25.12.2017 12:00;12649,07;88,69719422;3,888139733;0,045845809;53,67201546;0,153094532;0,002860568;DOWN;UP;UP;1;
1514200500;12587,85;12637,21;12637,21;12622,28;10,31113066;25.12.2017 12:15;12615,78;88,74602855;0,048834323;0,000550573;48,52432504;-5,147690414;-0,095910138;UP;UP;UP;0;
1514201400;12611,4;12800;12622,27;12800;22,79357717;25.12.2017 12:30;12737,13333;99,40428037;10,65825182;0,120098353;53,7427749;5,218449857;0,107542966;UP;UP;UP;0;
1514202300;12700;12850;12800;12776,31;20,31652969;25.12.2017 12:45;12775,43667;100,362041;0,957760646;0,009635004;61,7190658;7,976290905;0,14841606;UP;UP;UP;0;
1514203200;12752,1;12841,78;12779,39;12814;11,30852978;25.12.2017 13:00;12802,62667;103,2476658;2,885624799;0,028752153;64,56899187;2,849926066;0,046175781;UP;UP;UP;0;
1514204100;12813,99;12900;12814;12883,03;15,90101215;25.12.2017 13:15;12865,67333;108,6646908;5,417024964;0,052466319;65,01945846;0,450466588;0,006976516;UP;UP;DOWN;0;
1514205000;12867;12995;12883,05;12974,97;18,44274372;25.12.2017 13:30;12945,65667;125,0087904;16,34409965;0,15040856;65,09829772;0,07883926;0,001212549;UP;DOWN;DOWN;0;
1514205900;12930,01;13114,99;12974,93;13055,01;20,46302749;25.12.2017 13:45;13033,33667;146,4465406;21,43775016;0,171489942;75,03414877;9,935851049;0,152628431;DOWN;DOWN;DOWN;2;1
1514206800;12746,23;13055,01;13055;12750;17,66643833;25.12.2017 14:00;12850,41333;127,2041728;-19,24236779;-0,131395168;71,91733268;-3,116816086;-0,041538635;DOWN;DOWN;DOWN;0;
1514207700;12700;12879,09;12750,01;12706;21,70275307;25.12.2017 14:15;12761,69667;106,5306307;-20,67354208;-0,162522515;70,51159113;-1,405741553;-0,019546631;DOWN;DOWN;DOWN;0;
1514208600;12600,01;12869,36;12705,99;12600,01;15,45703665;25.12.2017 14:30;12689,79333;80,37013052;-26,1605002;-0,245567871;61,83712339;-8,674467738;-0,123021869;DOWN;DOWN;DOWN;0;
1514209500;12250;12732,08;12600,01;12364,52;20,10675487;25.12.2017 14:45;12448,86667;34,7210759;-45,64905462;-0,567985324;54,33864413;-7,498479263;-0,121261774;DOWN;DOWN;DOWN;0;
1514210400;12153,85;12493,59;12364,53;12385,95;16,15508959;25.12.2017 15:00;12344,46333;0,323403971;-34,39767193;-0,990685658;52,21218706;-2,126457069;-0,039133422;DOWN;DOWN;DOWN;0;
1514211300;12222;12445,3;12385,54;12320,11;20,21966865;25.12.2017 15:15;12329,13667;-32,2757746;-32,59917857;-100,8001803;46,76143477;-5,450752286;-0,104396169;DOWN;DOWN;DOWN;0;
1514212200;12226,49;12514,19;12320,1;12240;20,56589096;25.12.2017 15:30;12326,89333;-70,3250662;-38,0492916;-1,178880819;41,26602346;-5,495411314;-0,11752016;DOWN;DOWN;UP;0;
1514213100;12150;12305,67;12226,48;12209,98;17,15377001;25.12.2017 15:45;12221,88333;-101,6780594;-31,35299315;-0,445829558;39,78333537;-1,482688089;-0,035929997;DOWN;UP;UP;0;
1514214000;12114,36;12288,14;12209,29;12260,39;14,02533231;25.12.2017 16:00;12220,96333;-120,5223875;-18,84432812;-0,185333279;34,83269196;-4,950643408;-0,12444013;UP;UP;UP;1;
