Unnamed: 0	unixtime	low	high	open	close	volume	intervallStart_datetime	EMA_12	EMA_26	MACD	Signal_Line	Histogram	Histogram_Delta_Percentage	Histogram_Extrems	MFI
851	1513074900	14400.0	14438.83	14438.8	14400.5	6.13529953999999	2017-12-12 11:35:00	14437.1418129	14423.6912338	13.4505790505	33.1716278404	-19.7210487899	0.0062190200596		50.96674203581265
852	1513075200	14380.01	14400.5	14400.5	14385.0	6.3013183500000025	2017-12-12 11:40:00	14429.1199955	14420.8252165	8.29477900436	28.1962580732	-19.9014790688	-0.00914912187702	Maximum	53.18813914882992
853	1513075500	14386.59	14396.95	14387.0	14396.03	5.451829509999988	2017-12-12 11:45:00	14424.029227	14418.9885338	5.0406931676	23.5651450921	-18.5244519245	0.0691922012226	Minimum	60.57810761807018
854	1513075800	14375.06	14396.02	14396.02	14375.06	6.824113609999988	2017-12-12 11:50:00	14416.4954998	14415.7345683	0.760931407545	19.0043023552	-18.2433709476	0.0151735110975		54.721812688866464
855	1513076100	14375.0	14376.0	14375.0	14375.95	6.2314457399999865	2017-12-12 11:55:00	14410.2577306	14412.7875633	-2.5298327225	14.6974753396	-17.2273080621	0.0556949090388		46.38970697318243
856	1513076400	14375.01	14400.0	14375.92	14400.0	6.411756269999987	2017-12-12 12:00:00	14408.6796182	14411.8403364	-3.16071820647	11.1258366304	-14.2865548369	0.170703003316		43.429586249414385
857	1513076700	14399.99	14401.0	14400.0	14400.99	4.967567539999992	2017-12-12 12:05:00	14407.4966	14411.0366078	-3.54000776563	8.19266775121	-11.7326755168	0.178761034358		50.612242167402755
858	1513077000	14400.99	14475.0	14400.99	14430.0	7.621775879999991	2017-12-12 12:10:00	14410.9586615	14412.4413035	-1.48264194713	6.25760581154	-7.74024775867	0.340282806973		57.724030075229685
859	1513077300	14430.0	14435.47	14430.01	14435.46	7.5989778399999865	2017-12-12 12:15:00	14414.7280982	14414.1463921	0.5817061095	5.12242587113	-4.54071976163	0.413362478411		57.15036565010706
860	1513077600	14435.45	14475.0	14435.46	14475.0	9.673582339999982	2017-12-12 12:20:00	14424.0006985	14418.6540668	5.34663172527	5.16726704196	0.179364683308	1.03950137703		66.29815428108523
861	1513077900	14454.55	14488.96	14475.0	14475.08	9.885421819999982	2017-12-12 12:25:00	14431.8590526	14422.8337655	9.0252870456	5.93887104269	3.08641600291	16.2074900476		66.10674284152029
862	1513078200	14463.27	14492.0	14479.99	14474.53	6.233942349999987	2017-12-12 12:30:00	14438.4238137	14426.6631162	11.7606974869	7.10323633154	4.65746115539	0.509019247892		66.58010369477867
863	1513078500	14450.0	14469.0	14469.0	14451.0	10.278815159999985	2017-12-12 12:35:00	14440.3586116	14428.4658484	11.892763246	8.06114171442	3.83162153154	-0.177315407752	Maximum	60.36355103752741
864	1513078800	14450.99	14468.12	14450.99	14458.0	8.916579679999979	2017-12-12 12:40:00	14443.0726714	14430.6535633	12.4191080629	8.93273498412	3.48637307879	-0.0901050508009		62.645657781981086
865	1513079100	14402.5	14458.01	14458.01	14417.99	8.976104579999985	2017-12-12 12:45:00	14439.2137988	14429.7155216	9.49827727205	9.0458434417	0.452433830344	-0.87022793599		59.83645115738233
866	1513079400	14417.99	14439.07	14417.99	14426.11	10.55682589999998	2017-12-12 12:50:00	14437.1978298	14429.4484459	7.74938389149	8.78655153166	-1.03716764017	-3.29241840598		66.73638337594262
867	1513079700	14426.0	14439.46	14426.05	14437.56	8.048217859999982	2017-12-12 12:55:00	14437.2535483	14430.0493018	7.2042465262	8.47009053057	-1.26584400437	-0.220481584022		68.03233354754276
868	1513080000	14417.08	14440.0	14437.56	14425.0	9.942800509999984	2017-12-12 13:00:00	14435.368387	14429.6752794	5.69310760437	7.91469394533	-2.22158634095	-0.755023789099		66.44900124322504
869	1513080300	14415.0	14439.99	14425.4	14417.01	12.175949389999973	2017-12-12 13:05:00	14432.5440198	14428.7371106	3.80690921714	7.09313699969	-3.28622778255	-0.479225777531		64.64124057908433
870	1513080600	14376.13	14420.81	14417.0	14386.65	11.620551329999984	2017-12-12 13:10:00	14425.4834013	14425.6195468	-0.136145464789	5.6472805068	-5.78342597158	-0.759898082018		56.35016737020163
871	1513080900	14374.0	14398.99	14397.48	14374.0	7.697111249999982	2017-12-12 13:15:00	14417.5628781	14421.7958767	-4.23299861485	3.67122468247	-7.90422329732	-0.366702597414		48.98353362427969
872	1513081200	14318.0	14374.0	14374.0	14328.71	9.892558179999977	2017-12-12 13:20:00	14403.8932045	14414.9006266	-11.0074220388	0.735495338212	-11.742917377	-0.48565101659		44.12033032180343
873	1513081500	14262.18	14384.86	14332.95	14367.07	9.421319139999976	2017-12-12 13:25:00	14398.2280961	14411.3576172	-13.1295210514	-2.03750793972	-11.0920131117	0.0554295192928	Minimum	43.37994309607235
874	1513081800	14304.0	14414.34	14367.06	14312.0	7.425137629999982	2017-12-12 13:30:00	14384.9622352	14403.9977937	-19.0355584995	-5.43711805167	-13.5984404478	-0.225966856589	Maximum	44.12799344682497
875	1513082100	14301.01	14372.88	14312.0	14315.21	8.200874219999974	2017-12-12 13:35:00	14374.2311221	14397.4209201	-23.1897979987	-8.98765404107	-14.2021439576	-0.0443950548674		37.50330160131385
876	1513082400	14282.82	14331.57	14315.07	14301.99	10.928913319999976	2017-12-12 13:40:00	14363.1171033	14390.351963	-27.2348597374	-12.6370951803	-14.597764557	-0.0278563997534		30.341052422337185
877	1513082700	14301.3	14328.12	14301.99	14327.96	6.724057479999982	2017-12-12 13:45:00	14357.7083182	14385.7303361	-28.0220179687	-15.714079738	-12.3079382307	0.156861437065	Minimum	37.40318907350743
878	1513083000	14281.0	14327.83	14306.16	14281.0	5.550417559999987	2017-12-12 13:50:00	14345.9070385	14377.9725335	-32.0654950107	-18.9843627925	-13.0811322181	-0.0628207562436	Maximum	30.530881235981
879	1513083300	14210.0	14281.0	14281.0	14210.0	8.969308309999981	2017-12-12 13:55:00	14324.9982633	14365.5301236	-40.5318602714	-23.2938622883	-17.2379979831	-0.31777568605		31.358856314900294
880	1513083600	14209.75	14238.75	14210.0	14238.2	6.6938380199999905	2017-12-12 14:00:00	14311.6446843	14356.0982626	-44.4535782361	-27.5258054779	-16.9277727582	0.0179965924794	Minimum	24.299224791285184
881	1513083900	14238.2	14318.19	14238.2	14282.97	4.3547386099999885	2017-12-12 14:05:00	14307.2331944	14350.6813542	-43.4481597955	-30.7102763414	-12.7378834541	0.24751568703		21.857343495207488
882	1513084200	14281.0	14319.01	14282.96	14314.58	8.457073789999985	2017-12-12 14:10:00	14308.3634722	14348.0071798	-39.6437076292	-32.4969625989	-7.14674503027	0.438937790879		26.171098353227094
883	1513084500	14305.54	14459.98	14305.68	14459.98	12.186906029999975	2017-12-12 14:15:00	14331.6890919	14356.3014628	-24.6123709448	-30.9200442681	6.30767332332	1.88259386568		33.66590146786491
884	1513084800	14458.03	14650.0	14459.88	14649.98	11.206578179999976	2017-12-12 14:20:00	14380.6569239	14378.0554285	2.60149535719	-24.2157363431	26.8172317002	3.25152513861		44.04088665288855
885	1513085100	14430.0	14649.99	14649.98	14480.13	13.742145059999993	2017-12-12 14:25:00	14395.9604741	14385.6165079	10.3439661595	-17.3037958425	27.6477620021	0.0309700237181		44.14032945463392
886	1513085400	14480.13	14531.2	14480.13	14531.19	9.090736459999988	2017-12-12 14:30:00	14416.7650165	14396.3997295	20.3652869743	-9.76997927916	30.1352662535	0.0899712696912		41.93445981176277
887	1513085700	14402.66	14531.2	14531.19	14410.01	8.352078609999992	2017-12-12 14:35:00	14415.7257832	14397.4078977	18.317885482	-4.15240632694	22.4702918089	-0.254352305373	Maximum	42.1697208518134
888	1513086000	14390.0	14473.67	14410.01	14412.91	9.183783899999991	2017-12-12 14:40:00	14415.2925858	14398.5562016	16.7363841933	0.0253517771043	16.7110324162	-0.25630550069		34.81175715193959
889	1513086300	14405.02	14531.18	14412.91	14455.66	23.62324828000005	2017-12-12 14:45:00	14421.5029572	14402.7861126	18.7168446173	3.76365034515	14.9531942722	-0.105190277909		41.749337330651144
890	1513086600	14405.0	14471.51	14455.65	14421.35	12.006409359999974	2017-12-12 14:50:00	14421.4794253	14404.1612154	17.3182099681	6.47456226975	10.8436476984	-0.274827337823		37.077871519989074
891	1513086900	14403.0	14460.0	14421.43	14403.0	15.272744439999974	2017-12-12 14:55:00	14418.6364368	14404.0751994	14.5612374086	8.09189729752	6.4693401111	-0.403398165356		29.02861204181667
892	1513087200	14350.01	14455.76	14403.01	14422.98	18.159635489999992	2017-12-12 15:00:00	14419.3046773	14405.475555	13.8291222989	9.2393422978	4.58978000112	-0.29053351311		27.35024798240032
893	1513087500	14401.0	14466.0	14421.0	14445.95	12.741645929999972	2017-12-12 15:05:00	14423.4039577	14408.473662	14.9302956768	10.3775329736	4.5527627032	-0.00806515735133		36.45372853681209
894	1513087800	14387.0	14445.94	14425.03	14387.0	14.865480569999974	2017-12-12 15:10:00	14417.8033488	14406.8830204	10.9203284295	10.4860920648	0.434236364748	-0.904621349045		35.59257263206848
895	1513088100	14379.0	14402.63	14387.0	14394.31	12.138844109999981	2017-12-12 15:15:00	14414.1889875	14405.9516856	8.23730191467	10.0363340348	-1.79903212009	-5.14297895372		30.09385261166426
896	1513088400	14385.19	14420.0	14394.37	14389.0	6.537748919999999	2017-12-12 15:20:00	14410.3137586	14404.6960052	5.61775348378	9.15261792457	-3.53486444079	-0.964870110609		33.10244725266985
897	1513088700	14379.51	14390.0	14389.0	14379.51	5.241973329999996	2017-12-12 15:25:00	14405.5747188	14402.8303751	2.74434370477	7.87096308061	-5.12661937584	-0.450301549525		28.77052581840107
898	1513089000	14379.51	14400.0	14379.52	14399.01	7.305576489999997	2017-12-12 15:30:00	14404.5647621	14402.5473844	2.01737771033	6.70024600655	-4.68286829622	0.0865582262086	Minimum	25.901134315932026
899	1513089300	14382.05	14435.1	14399.99	14419.96	11.342421749999998	2017-12-12 15:35:00	14406.9332602	14403.8372078	3.09605247013	5.97940729927	-2.88335482914	0.384275908109		30.851710293885546
900	1513089600	14417.52	14499.0	14419.95	14480.6	3.625909789999999	2017-12-12 15:40:00	14418.2666048	14409.5233405	8.74326429083	6.53217869758	2.21108559325	1.76684477779		38.147995823311135
901	1513089900	14419.01	14480.59	14450.31	14451.99	7.239379319999995	2017-12-12 15:45:00	14423.4548195	14412.669019	10.7858004547	7.38290304901	3.40289740572	0.539016588099		39.458795640173534
902	1513090200	14452.0	14455.98	14455.0	14452.55	8.633580479999987	2017-12-12 15:50:00	14427.9310011	14415.6231657	12.3078353358	8.36788950636	3.93994582942	0.157820927191		44.28808359024252
903	1513090500	14450.0	14478.89	14452.56	14478.88	10.267862689999998	2017-12-12 15:55:00	14435.7693086	14420.3088572	15.4604514354	9.78640189216	5.6740495432	0.440133897482		44.1008452095193
904	1513090800	14400.0	14482.0	14450.0	14410.0	4.726765479999991	2017-12-12 16:00:00	14431.8047996	14419.5452381	12.2595614685	10.2810338074	1.97852766109	-0.651302364207	Maximum	48.162947892627315
905	1513091100	14410.0	14491.43	14410.0	14410.0	4.3930202499999975	2017-12-12 16:05:00	14428.450215	14418.8381834	9.61203159173	10.1472333643	-0.535201772567	-1.2705050746		54.129049520567776
906	1513091400	14381.88	14470.0	14468.96	14416.92	5.232260049999997	2017-12-12 16:10:00	14426.6763358	14418.6960958	7.9802400177	9.71383469497	-1.73359467728	-2.2391422565		58.75633529930132
907	1513091700	14382.1	14468.34	14382.11	14449.94	3.99297033	2017-12-12 16:15:00	14430.2553611	14421.0104591	9.24490200365	9.62004815671	-0.375146153056	0.783602154545	Minimum	54.097564498982074
908	1513092000	14406.3	14449.93	14449.93	14406.3	4.500892529999998	2017-12-12 16:20:00	14426.5699209	14419.9207954	6.64912547409	9.02586362019	-2.37673814609	-5.33549918274	Maximum	58.58723580255717
909	1513092300	14379.0	14406.31	14406.31	14379.0	9.866961139999994	2017-12-12 16:25:00	14419.2514715	14416.8896254	2.36184613641	7.69306012343	-5.33121398702	-1.24308007838		64.95654724513608
910	1513092600	14301.0	14382.93	14379.01	14301.31	7.789256219999987	2017-12-12 16:30:00	14401.1066298	14408.3281717	-7.22154190464	4.71013971782	-11.9316816225	-1.23807966656		53.50734870500441
911	1513092900	14260.9	14319.05	14301.3	14298.17	13.275173659999991	2017-12-12 16:35:00	14385.2702252	14400.1683071	-14.8980819151	0.788495391235	-15.6865773063	-0.314699620949		52.8185560366213
912	1513093200	14269.2	14318.91	14298.16	14291.26	5.669022269999987	2017-12-12 16:40:00	14370.8071136	14392.1010251	-21.2939114741	-3.62798598183	-17.6659254923	-0.126181011147		56.483575572549995
913	1513093500	14291.25	14329.82	14291.26	14323.01	7.254593099999991	2017-12-12 16:45:00	14363.4537115	14386.9831714	-23.5294598583	-7.60828075712	-15.9211791011	0.0987633731336	Minimum	55.758636997787576
914	1513093800	14323.0	14336.1	14323.0	14328.27	5.560905639999988	2017-12-12 16:50:00	14358.0408328	14382.6340476	-24.5932147477	-11.0052675552	-13.5879471925	0.146548939235		53.85850620872323
915	1513094100	14327.66	14435.0	14328.52	14355.62	6.396910309999987	2017-12-12 16:55:00	14357.668397	14380.633007	-22.9646100059	-13.3971360454	-9.56747396052	0.295885255883		58.45176476768916
916	1513094400	14330.0	14437.73	14355.62	14433.0	5.8162645499999845	2017-12-12 17:00:00	14369.2578744	14384.5120435	-15.2541691397	-13.7685426642	-1.48562647547	0.844721137303		58.07645674958705
917	1513094700	14371.0	14455.0	14433.0	14454.99	9.115765369999991	2017-12-12 17:05:00	14382.4474322	14389.7326329	-7.28520072159	-12.4718742757	5.18667355412	4.49123661954		56.813309511005485
918	1513095000	14370.0	14470.0	14460.0	14449.3	8.655272559999982	2017-12-12 17:10:00	14392.7324426	14394.1450305	-1.41258785017	-10.2600169906	8.84742914043	0.705800268345		67.31386075855951
919	1513095300	14370.1	14470.0	14400.02	14381.0	3.007908790000001	2017-12-12 17:15:00	14390.9274514	14393.1713245	-2.24387306088	-8.65678820466	6.41291514378	-0.27516626107	Maximum	59.72388191478618
920	1513095600	14381.0	14449.0	14448.0	14445.0	2.522883989999999	2017-12-12 17:20:00	14399.2463051	14397.0104856	2.23581941575	-6.47826668057	8.71408609633	0.358833837804	Minimum	63.729646366781424
921	1513095900	14370.0	14460.0	14445.0	14370.0	6.962156119999981	2017-12-12 17:25:00	14394.7468735	14395.0097089	-0.262835417832	-5.23518042803	4.97234501019	-0.429389960665	Maximum	59.96250433620721
922	1513096200	14368.82	14469.0	14460.0	14418.17	11.271264069999983	2017-12-12 17:30:00	14398.3504314	14396.725286	1.62514538682	-3.86311526506	5.48826065188	0.103757008138	Minimum	65.35635068939945
923	1513096500	14402.49	14419.96	14418.58	14419.96	5.383762769999992	2017-12-12 17:35:00	14401.6749804	14398.446376	3.22860447439	-2.44477131717	5.67337579155	0.033729290829		61.05311990780458
924	1513096800	14395.0	14420.0	14419.95	14395.0	16.092110499999997	2017-12-12 17:40:00	14400.6480604	14398.1910889	2.45697151479	-1.46442275078	3.92139426556	-0.308807593637	Maximum	63.824174171273974
925	1513097100	14390.0	14395.01	14395.01	14390.02	7.343178119999994	2017-12-12 17:45:00	14399.0129742	14397.585823	1.42715114456	-0.886107971708	2.31325911627	-0.410092696726		58.838155129366235
926	1513097400	14357.06	14390.06	14390.06	14357.06	9.540880119999994	2017-12-12 17:50:00	14392.5586704	14394.5839102	-2.02523975683	-1.11393432873	-0.911305428098	-1.3939487028		49.19175467243
927	1513097700	14352.0	14370.0	14357.73	14362.2	2.28951086	2017-12-12 17:55:00	14387.8881058	14392.185102	-4.29699627779	-1.75054671854	-2.54644955924	-1.79428771159		42.0008414533037
928	1513098000	14358.0	14362.21	14362.21	14358.0	3.2997525099999954	2017-12-12 18:00:00	14383.2899356	14389.6528723	-6.3629366144	-2.67302469772	-3.68991191669	-0.449041825035		36.856675025578184
929	1513098300	14340.76	14360.0	14358.0	14349.81	2.059545950000001	2017-12-12 18:05:00	14378.1391763	14386.7015484	-8.56237207341	-3.85089417285	-4.71147790055	-0.276853758825		32.03951623404123
930	1513098600	14330.0	14349.79	14349.79	14330.01	4.303019299999995	2017-12-12 18:10:00	14370.7346877	14382.5021744	-11.7674867826	-5.43421269481	-6.33327408781	-0.344222390827		26.688367247320457
931	1513098900	14323.14	14374.42	14330.0	14374.28	5.4837574299999865	2017-12-12 18:15:00	14371.2801203	14381.8931245	-10.6130041556	-6.46997098696	-4.1430331686	0.345830748652	Minimum	25.465272372759188
932	1513099200	14333.48	14400.0	14362.52	14399.96	5.573224379999983	2017-12-12 18:20:00	14375.6924095	14383.2314116	-7.53900204997	-6.68377719956	-0.855224850411	0.793575186197		22.367068356111176
933	1513099500	14350.01	14400.0	14399.97	14351.92	9.035303129999976	2017-12-12 18:25:00	14372.0351157	14380.9120477	-8.87693200086	-7.12240815982	-1.75452384104	-1.05153514914	Maximum	23.184372875019164
934	1513099800	14350.88	14365.99	14354.15	14360.13	8.040302889999984	2017-12-12 18:30:00	14370.2035595	14379.3726368	-9.1690773242	-7.5317419927	-1.6373353315	0.0667922012781	Minimum	18.351384709602286
935	1513100100	14321.0	14365.95	14365.2	14321.23	7.597782869999985	2017-12-12 18:35:00	14362.6691657	14375.0657748	-12.3966091037	-8.50471541491	-3.89189368884	-1.37696800036	Maximum	17.308040601520503
936	1513100400	14321.15	14373.25	14335.99	14344.26	8.096328589999983	2017-12-12 18:40:00	14359.8369864	14372.7838656	-12.9468791976	-9.39314817146	-3.55373102619	0.0868889773672	Minimum	17.82026119964121
937	1513100700	14342.17	14369.84	14344.25	14368.01	6.110255209999979	2017-12-12 18:45:00	14361.0943731	14372.4302459	-11.3358728131	-9.78169309979	-1.55417971334	0.562662536393		27.01666237873502
938	1513101000	14321.0	14368.99	14368.0	14340.06	5.203435489999982	2017-12-12 18:50:00	14357.8583157	14370.0324499	-12.1741342177	-10.2601813234	-1.91395289433	-0.231487502959	Maximum	26.815652132030934
939	1513101300	14309.41	14446.0	14357.96	14442.22	9.202968179999981	2017-12-12 18:55:00	14370.8370363	14375.3796758	-4.54263948661	-9.11667295602	4.57403346941	3.38983596878	Minimum	36.499617607469794
940	1513101600	14442.4	14479.99	14445.99	14479.99	7.690012189999987	2017-12-12 19:00:00	14387.6298	14383.1285887	4.50121125128	-6.39309611456	10.8943073658	1.38177255123		46.45518050889342
941	1513101900	14479.99	14631.0	14480.0	14540.02	15.353736999999981	2017-12-12 19:05:00	14411.0744461	14394.7501748	16.3242713878	-1.84962261409	18.1738940019	0.668200959601		56.667974225500274
942	1513102200	14512.02	14624.99	14624.99	14585.96	9.076156079999981	2017-12-12 19:10:00	14437.979916	14408.9138655	29.0660504533	4.33351199938	24.7325384539	0.360882728343		64.92896906650657
943	1513102500	14585.95	14630.0	14585.96	14629.99	11.923260509999974	2017-12-12 19:15:00	14467.5199289	14425.2898755	42.2300534196	11.9128202834	30.3172331362	0.225803537827		70.13424452463664
944	1513102800	14629.99	14800.0	14630.0	14799.99	12.731716819999981	2017-12-12 19:20:00	14518.6691706	14453.0454403	65.6237303486	22.6550022965	42.9687280522	0.417303744676		74.60711436713541
945	1513103100	14629.99	14800.0	14799.5	14651.04	12.437989159999963	2017-12-12 19:25:00	14539.0339136	14467.7117039	71.322209648	32.3884437668	38.9337658812	-0.0939046221252	Maximum	65.72471340064168
946	1513103400	14509.0	14682.46	14651.06	14624.71	9.687431739999985	2017-12-12 19:30:00	14552.21485	14479.3412074	72.8736426074	40.4854835349	32.3881590725	-0.168121594729		57.80324187040101
947	1513103700	14624.39	14666.0	14624.39	14630.01	7.824501039999985	2017-12-12 19:35:00	14564.1833346	14490.5018587	73.6814759219	47.1246820123	26.5567939096	-0.180046206079		63.3298598752721
948	1513104000	14500.0	14630.01	14630.0	14504.51	10.767503699999976	2017-12-12 19:40:00	14555.0028216	14491.5394988	63.4633228102	50.3924101719	13.0709126383	-0.507812852605		63.83770564579985
949	1513104300	14502.0	14543.23	14504.56	14505.01	12.649876199999984	2017-12-12 19:45:00	14547.3116182	14492.5373137	54.7743045853	51.2687890545	3.50551553071	-0.731807898369		62.48624855186398
950	1513104600	14505.0	14507.9	14505.0	14505.04	9.649060009999976	2017-12-12 19:50:00	14540.8082924	14493.4634386	47.344853787	50.484002001	-3.13914821406	-1.89548832021		54.77908464289369
951	1513104900	14505.03	14598.0	14505.04	14598.0	6.224442649999987	2017-12-12 19:55:00	14549.6070166	14501.2068876	48.4001290443	50.0672274097	-1.66709836538	0.468932891441	Minimum	55.30631920153089
952	1513105200	14593.09	14604.0	14594.0	14604.0	6.210266909999982	2017-12-12 20:00:00	14557.9751679	14508.8211922	49.1539757098	49.8845770697	-0.730601359904	0.561752698534		59.65935905497329
953	1513105500	14558.27	14605.2	14604.0	14559.14	6.296288449999988	2017-12-12 20:05:00	14558.1543728	14512.5485113	45.6058615508	49.0288339659	-3.42297241516	-3.68514377747	Maximum	55.575387939552215
954	1513105800	14555.2	14599.99	14559.14	14599.98	5.362969509999983	2017-12-12 20:10:00	14564.5890847	14519.0249179	45.5641668501	48.3359005427	-2.77173369268	0.190255323004	Minimum	54.679608824269046
955	1513106100	14579.97	14601.0	14599.99	14601.0	12.23230694999998	2017-12-12 20:15:00	14570.190764	14525.0971462	45.0936178185	47.6874439979	-2.59382617943	0.0641863660021		53.92649146061141
956	1513106400	14589.0	14626.8	14601.0	14599.96	6.7207202899999885	2017-12-12 20:20:00	14574.7706465	14530.6425428	44.1281037018	46.9755759387	-2.8474722369	-0.0977883789934	Maximum	52.86223959963672
957	1513106700	14595.0	14611.0	14600.0	14595.0	5.439062829999987	2017-12-12 20:25:00	14577.8828547	14535.4097618	42.4730928844	46.0750793278	-3.60198644343	-0.264976843934		46.877828747155625
958	1513107000	14505.0	14595.01	14595.0	14505.05	8.480212749999977	2017-12-12 20:30:00	14566.6778001	14533.1608906	33.5169095615	43.5634453746	-10.046535813	-1.78916535939		39.72299689318039
959	1513107300	14505.01	14594.85	14505.01	14567.67	9.947172869999973	2017-12-12 20:35:00	14566.8304463	14535.7171209	31.1133253677	41.0734213732	-9.96009600546	0.00860394161369	Minimum	48.230825212932785
960	1513107600	14516.29	14581.02	14567.67	14580.45	5.624626909999992	2017-12-12 20:40:00	14568.9257622	14539.0306675	29.8950947274	38.837756044	-8.94266131666	0.102151092544		57.7594202077925
961	1513107900	14530.02	14591.0	14541.82	14569.54	6.021423289999984	2017-12-12 20:45:00	14569.0202603	14541.290618	27.7296422914	36.6161332935	-8.88649100207	0.00628116313504		56.23564096813602
962	1513108200	14527.01	14569.54	14569.54	14555.0	6.288989549999982	2017-12-12 20:50:00	14566.8632972	14542.3061278	24.5571693882	34.2043405124	-9.64717112426	-0.0855996052908	Maximum	57.164974591917805
963	1513108500	14554.99	14570.77	14554.99	14557.71	8.947364669999976	2017-12-12 20:55:00	14565.4550976	14543.4471554	22.0079422487	31.7650608597	-9.75711861098	-0.011396862904		65.41570018725673
964	1513108800	14557.71	14590.99	14557.72	14589.88	6.4138058599999805	2017-12-12 21:00:00	14569.2127749	14546.8866254	22.326149564	29.8772786006	-7.55112903658	0.226090269305	Minimum	76.37820479803693
965	1513109100	14563.09	14590.0	14589.0	14584.87	4.031092679999988	2017-12-12 21:05:00	14571.6215788	14549.7002087	21.9213701151	28.2860969035	-6.36472678838	0.157115875315		69.22343497219586
966	1513109400	14585.03	14610.0	14588.93	14609.99	6.157791299999982	2017-12-12 21:10:00	14577.5244128	14554.1661191	23.3582936795	27.3005362587	-3.94224257921	0.380610871404		68.53611527016346
967	1513109700	14609.99	14629.99	14610.0	14620.01	4.78131223999999	2017-12-12 21:15:00	14584.060657	14559.0434436	25.0172133532	26.8438716776	-1.82665832437	0.536644869596		74.87037434081651
968	1513110000	14555.54	14620.01	14620.01	14560.16	7.200366499999984	2017-12-12 21:20:00	14580.3836328	14559.1261515	21.2574813215	25.7265936063	-4.46911228487	-1.44660549006	Maximum	69.50726093468731
969	1513110300	14531.93	14574.21	14560.17	14549.01	11.613232129999984	2017-12-12 21:25:00	14575.5569201	14558.376807	17.1801131334	24.0172975118	-6.83718437834	-0.529875273326		62.7492751948573
970	1513110600	14542.16	14549.11	14549.01	14549.0	8.136328499999987	2017-12-12 21:30:00	14571.4712401	14557.6822287	13.7890114119	21.9716402918	-8.18262887988	-0.196783416548		50.6246059937676
971	1513110900	14542.01	14549.11	14549.0	14546.85	4.9394005499999905	2017-12-12 21:35:00	14567.683357	14556.8798414	10.8035156311	19.7380153597	-8.93449972855	-0.0918862213725		49.91607931815603
972	1513111200	14515.01	14549.01	14540.1	14516.38	6.8320850099999895	2017-12-12 21:40:00	14559.7905328	14553.8798531	5.91067972727	16.9725482332	-11.0618685059	-0.238107207118		50.179052326120576
973	1513111500	14506.2	14517.78	14516.37	14506.21	7.961989289999987	2017-12-12 21:45:00	14551.5473739	14550.3487529	1.19862105928	13.8177627984	-12.6191417391	-0.140778497988		42.30112037933978
974	1513111800	14505.0	14507.0	14506.2	14506.05	7.687421649999987	2017-12-12 21:50:00	14544.547778	14547.0673638	-2.51958582942	10.5502930728	-13.0698789023	-0.0357185276507		32.72284499198517
975	1513112100	14431.55	14506.05	14506.04	14471.11	13.387897329999996	2017-12-12 21:55:00	14533.2496583	14541.4408924	-8.19123412308	6.80198763365	-14.9932217567	-0.147158429612		26.236922852802252
976	1513112400	14470.09	14569.0	14470.09	14569.0	7.123479059999988	2017-12-12 22:00:00	14538.7497108	14543.4823078	-4.73259692725	4.49507072147	-9.22766764872	0.384544042738	Minimum	37.16527225613949
977	1513112700	14516.55	14569.0	14569.0	14527.89	5.0561889599999885	2017-12-12 22:05:00	14537.0789861	14542.327322	-5.24833591141	2.5463893949	-7.7947253063	0.155287597795		37.65966338368848
978	1513113000	14451.01	14527.89	14527.88	14490.01	6.620637689999991	2017-12-12 22:10:00	14529.8376036	14538.4519648	-8.614361202	0.314239275517	-8.92860047751	-0.145466982691	Maximum	30.268129045815655
979	1513113300	14457.01	14499.6	14490.01	14499.6	6.292004379999988	2017-12-12 22:15:00	14525.1856646	14535.5740415	-10.3883769003	-1.82628395965	-8.56209294065	0.0410487105772	Minimum	30.218486166975865
980	1513113600	14499.59	14549.0	14499.59	14549.0	6.607894049999984	2017-12-12 22:20:00	14528.8494085	14536.5685569	-7.71914843714	-3.00485685514	-4.714291582	0.449399625223		31.716338564845444
981	1513113900	14504.29	14549.0	14547.05	14513.99	4.159566839999991	2017-12-12 22:25:00	14526.5633457	14534.8960712	-8.33272558496	-4.07043060111	-4.26229498385	0.0958779469374		25.650332090050313
982	1513114200	14501.77	14542.0	14511.73	14542.0	5.2464788099999895	2017-12-12 22:30:00	14528.9382156	14535.4222882	-6.48407263142	-4.55315900717	-1.93091362425	0.546977946959		29.826648863892117
983	1513114500	14541.99	14557.17	14542.0	14557.16	9.045462799999989	2017-12-12 22:35:00	14533.2800286	14537.0324891	-3.75246051533	-4.3930193088	0.640558793472	1.3317387093		35.57181551271532
984	1513114800	14557.16	14557.17	14557.17	14557.17	7.802000449999991	2017-12-12 22:40:00	14536.9554088	14538.5241565	-1.56874776893	-3.82816500083	2.2594172319	2.52725972217		45.64534237311707
985	1513115100	14557.17	14560.0	14557.17	14560.0	10.449387059999985	2017-12-12 22:45:00	14540.5007305	14540.1149598	0.385770739147	-2.98537785283	3.37114859198	0.492043410305		53.71856997946239
986	1513115400	14559.99	14564.99	14560.0	14564.0	8.097485499999982	2017-12-12 22:50:00	14544.1160027	14541.884222	2.23178072993	-1.94194613628	4.17372686621	0.238072648634		60.9177643157437
987	1513115700	14563.99	14579.99	14564.0	14577.78	6.034690969999991	2017-12-12 22:55:00	14549.2950792	14544.5431685	4.75191071439	-0.603174766145	5.35508548054	0.283046459962		67.86886403477084
