unixtime	low	high	open	close	volume	intervallStart_datetime
1512752400	13150.0	13478.99	13478.99	13285.0	23.766734420000112	2017-12-08 18:00:00
1512753300	13250.0	13369.13	13285.0	13337.99	21.92582883000003	2017-12-08 18:15:00
1512754200	13250.0	13369.12	13337.99	13295.7	19.859693460000006	2017-12-08 18:30:00
1512755100	13197.23	13300.0	13295.69	13198.85	21.013139410000022	2017-12-08 18:45:00
1512756000	13167.7	13299.99	13198.85	13169.53	21.153042180000035	2017-12-08 19:00:00
1512756900	13100.0	13248.99	13169.07	13100.1	22.68114570000003	2017-12-08 19:15:00
1512757800	13100.51	13235.0	13100.51	13235.0	27.739327080000155	2017-12-08 19:30:00
1512758700	13234.99	13381.84	13235.0	13370.0	18.283321409999992	2017-12-08 19:45:00
1512759600	13349.99	13649.0	13398.99	13647.82	30.907257980000082	2017-12-08 20:00:00
1512760500	13370.0	13644.38	13644.38	13445.38	31.12149255000017	2017-12-08 20:15:00
1512761400	13380.18	13491.73	13415.85	13389.99	26.464379930000057	2017-12-08 20:30:00
1512762300	13271.19	13390.0	13390.0	13300.91	21.692318370000006	2017-12-08 20:45:00
1512763200	13271.18	13380.0	13300.91	13339.0	22.949103390000012	2017-12-08 21:00:00
1512764100	13266.92	13339.95	13339.0	13307.96	19.301286480000023	2017-12-08 21:15:00
1512765000	13234.23	13323.38	13299.0	13234.23	28.831408990000124	2017-12-08 21:30:00
1512765900	13100.05	13250.0	13241.7	13200.0	31.25508317000013	2017-12-08 21:45:00
1512766800	13200.0	13380.0	13200.0	13309.05	20.633370529999986	2017-12-08 22:00:00
1512767700	13290.02	13493.0	13309.05	13493.0	21.59029572000006	2017-12-08 22:15:00
1512768600	13402.62	13499.99	13493.0	13493.0	20.09640157999999	2017-12-08 22:30:00
1512769500	13493.0	13675.61	13493.0	13648.0	36.18452203000003	2017-12-08 22:45:00
1512770400	13647.99	13798.0	13648.0	13748.96	34.325093780000095	2017-12-08 23:00:00
1512771300	13654.66	13748.88	13748.0	13685.1	19.835092700000025	2017-12-08 23:15:00
1512772200	13603.87	13687.43	13685.11	13640.15	18.273189839999986	2017-12-08 23:30:00
1512773100	13639.99	13734.63	13640.14	13705.52	15.256980499999951	2017-12-08 23:45:00
1512774000	13642.06	13738.0	13705.52	13652.36	11.784122439999958	2017-12-09 00:00:00
1512774900	13651.35	13697.0	13674.45	13694.03	10.266710049999974	2017-12-09 00:15:00
1512775800	13694.03	13700.0	13694.04	13700.0	20.054333840000034	2017-12-09 00:30:00
1512776700	13699.99	13740.0	13700.0	13701.15	23.781118829999976	2017-12-09 00:45:00
1512777600	13699.99	13776.3	13701.14	13771.01	12.561372409999981	2017-12-09 01:00:00
1512778500	13769.96	13776.31	13771.01	13776.31	13.667161179999965	2017-12-09 01:15:00
1512779400	13691.99	13776.31	13776.31	13697.57	15.218465349999981	2017-12-09 01:30:00
1512780300	13650.02	13697.56	13697.56	13650.02	12.948397049999985	2017-12-09 01:45:00
1512781200	13611.9	13650.02	13650.02	13613.42	5.981080859999985	2017-12-09 02:00:00
1512782100	13523.68	13613.42	13613.42	13523.68	10.31769802999998	2017-12-09 02:15:00
1512783000	13365.04	13523.68	13523.68	13498.94	9.600934039999983	2017-12-09 02:30:00
1512783900	13345.67	13499.11	13498.94	13345.67	7.323249299999979	2017-12-09 02:45:00
1512784800	13302.96	13448.92	13345.36	13415.0	15.490743229999975	2017-12-09 03:00:00
1512785700	13415.0	13485.7	13415.0	13481.11	13.612800109999998	2017-12-09 03:15:00
1512786600	13481.11	13499.94	13481.11	13499.94	11.357622469999999	2017-12-09 03:30:00
1512787500	13499.93	13581.88	13499.93	13580.99	9.091069689999992	2017-12-09 03:45:00
1512788400	13580.98	13722.99	13580.98	13707.5	10.389145199999998	2017-12-09 04:00:00
1512789300	13707.5	13721.32	13707.5	13721.09	8.155097459999993	2017-12-09 04:15:00
1512790200	13717.47	13721.37	13721.09	13717.48	17.912922990000038	2017-12-09 04:30:00
1512791100	13717.45	13717.48	13717.48	13717.45	8.34176277999999	2017-12-09 04:45:00
1512792000	13717.45	13750.0	13717.45	13749.9	6.249162179999996	2017-12-09 05:00:00
1512792900	13749.9	13776.0	13749.91	13775.04	9.32748653999999	2017-12-09 05:15:00
1512793800	13775.05	13777.93	13775.05	13776.93	33.05929009	2017-12-09 05:30:00
1512794700	13549.95	13777.29	13776.93	13660.9	42.263371140000025	2017-12-09 05:45:00
1512795600	13368.65	13670.83	13653.96	13516.76	13.466402329999983	2017-12-09 06:00:00
1512796500	13516.75	13599.59	13516.75	13592.71	10.747426050000007	2017-12-09 06:15:00
1512797400	13200.0	13599.64	13592.73	13200.0	36.34093775000008	2017-12-09 06:30:00
1512798300	13200.0	13393.54	13200.0	13304.42	11.721240559999982	2017-12-09 06:45:00
1512799200	13248.7	13550.0	13300.98	13550.0	11.603599859999957	2017-12-09 07:00:00
1512800100	13460.59	13580.0	13550.0	13464.62	8.259407449999983	2017-12-09 07:15:00
1512801000	13309.0	13461.16	13461.16	13309.05	7.129800219999975	2017-12-09 07:30:00
1512801900	13300.0	13350.07	13309.06	13338.69	8.234647689999987	2017-12-09 07:45:00
1512802800	13338.68	13554.2	13338.69	13500.1	14.013774399999962	2017-12-09 08:00:00
1512803700	13500.09	13556.48	13500.1	13502.92	13.748349349999964	2017-12-09 08:15:00
1512804600	13382.67	13529.99	13502.91	13408.14	13.144393099999967	2017-12-09 08:30:00
1512805500	13366.58	13409.73	13408.15	13367.09	16.14295215999996	2017-12-09 08:45:00
1512806400	13338.36	13380.0	13375.73	13354.98	14.490968609999946	2017-12-09 09:00:00
1512807300	13301.0	13357.0	13351.21	13301.33	17.284627819999926	2017-12-09 09:15:00
1512808200	13232.02	13420.0	13301.0	13409.0	21.977634670000025	2017-12-09 09:30:00
1512809100	13301.01	13410.0	13409.01	13368.62	17.935107239999954	2017-12-09 09:45:00
1512810000	13352.0	13445.0	13368.67	13397.54	16.710068869999958	2017-12-09 10:00:00
1512810900	13379.59	13436.53	13379.59	13402.4	24.13191391000006	2017-12-09 10:15:00
1512811800	13361.0	13413.88	13402.4	13361.46	21.806138910000058	2017-12-09 10:30:00
1512812700	13360.0	13428.0	13361.36	13383.56	19.801407070000028	2017-12-09 10:45:00
1512813600	13369.77	13399.34	13383.55	13369.77	19.997136920000003	2017-12-09 11:00:00
1512814500	13360.0	13400.0	13369.74	13369.99	16.73790691999995	2017-12-09 11:15:00
1512815400	13265.57	13384.63	13370.0	13265.57	19.664929650000015	2017-12-09 11:30:00
1512816300	13255.01	13329.91	13271.79	13256.81	20.003405839999974	2017-12-09 11:45:00
1512817200	13105.13	13256.61	13256.61	13209.99	22.519536110000082	2017-12-09 12:00:00
1512818100	13149.02	13287.54	13209.99	13287.54	24.968685280000095	2017-12-09 12:15:00
1512819000	13285.85	13333.0	13287.54	13319.75	18.679750089999963	2017-12-09 12:30:00
1512819900	13286.49	13327.0	13319.75	13327.0	20.97619401000002	2017-12-09 12:45:00
1512820800	13326.99	13350.0	13326.99	13350.0	14.411073309999937	2017-12-09 13:00:00
1512821700	13349.99	13391.88	13349.99	13378.0	16.971565489999954	2017-12-09 13:15:00
1512822600	13216.74	13378.75	13377.98	13236.69	15.059809639999953	2017-12-09 13:30:00
1512823500	13200.0	13232.98	13226.12	13200.0	18.633991879999982	2017-12-09 13:45:00
1512824400	13200.0	13289.67	13200.01	13286.14	13.435459529999946	2017-12-09 14:00:00
1512825300	13241.42	13294.0	13289.65	13284.56	14.025329819999934	2017-12-09 14:15:00
1512826200	13209.76	13289.62	13284.56	13246.0	14.101121469999951	2017-12-09 14:30:00
1512827100	13224.54	13281.99	13245.99	13236.0	14.367901259999941	2017-12-09 14:45:00
1512828000	13221.63	13239.75	13235.99	13223.62	12.480188049999965	2017-12-09 15:00:00
1512828900	13150.14	13223.62	13223.62	13190.0	14.595321099999943	2017-12-09 15:15:00
1512829800	13189.99	13225.0	13190.0	13224.29	13.544059889999955	2017-12-09 15:30:00
1512830700	13161.0	13240.77	13224.44	13162.0	13.271279179999953	2017-12-09 15:45:00
