	unixtime	low	high	open	close	volume	intervallStart_datetime	typical_price	macd	macd_delta_absolute	macd_delta_percentage	mfi	mfi_delta_absolute	mfi_delta_percentage	trend_1_intervall	trend_2_intervall	trend_3_intervall
36	1511968500	7101.0	9544.9	9532.01	8959.0	80.2347710600001	2017-11-29 16:15:00	8534.966666666667	12.156356398145363	-53.851066147357415	-0.8158334937292049	61.217119851887006	0.9503081113406608	0.015768348845660137	UP	UP	UP
37	1511969400	8599.5	9250.0	8959.0	9238.0	74.10977061000003	2017-11-29 16:30:00	9029.166666666666	-4.592570263972448	-16.74892666211781	-1.3777916765152685	64.41839721274289	3.201277360855883	0.05229382513586523	UP	UP	UP
38	1511970300	9245.0	9249.43	9245.71	9245.01	5.101692939999999	2017-11-29 16:45:00	9246.480000000001	-16.520039344601173	-11.927469080628725	-2.597122829931793	68.18809012569471	3.7696929129518253	0.05851888708907718	UP	UP	DOWN
39	1511972100	9245.0	9497.0	9245.01	9399.04	28.07673827000002	2017-11-29 17:15:00	9380.346666666666	-11.00071529271736	5.519324051883814	0.3340987231781355	67.0040997170619	-1.183990408632809	-0.017363595408674694	DOWN	DOWN	DOWN
40	1511973000	9250.0	9420.57	9420.57	9366.33	31.727477879999995	2017-11-29 17:30:00	9345.633333333333	-9.395969807466827	1.6047454852505325	0.14587646735234558	65.54528754201564	-1.458812175046262	-0.02177198382198083	DOWN	DOWN	DOWN
41	1511973900	9150.03	9399.89	9366.13	9152.79	36.085106290000084	2017-11-29 17:45:00	9234.236666666666	-28.102844362823816	-18.70687455535699	-1.9909466440059158	64.09442532161069	-1.4508622204049573	-0.022135263644620217	DOWN	DOWN	DOWN
42	1511974800	9069.68	9252.6	9152.78	9190.0	32.624257100000015	2017-11-29 18:00:00	9170.76	-42.09511427324651	-13.992269910422692	-0.4978951500344404	62.24173162618652	-1.8526936954241648	-0.02890569165926343	UP	DOWN	DOWN
43	1511975700	9150.95	9252.79	9189.99	9164.0	25.877243000000004	2017-11-29 18:15:00	9189.246666666668	-55.36972359557876	-13.274609322332253	-0.31534798162476807	63.41423383603256	1.1725022098460371	0.018837879011591296	DOWN	DOWN	DOWN
44	1511976600	8956.0	9169.37	9159.53	8956.01	38.23825741000011	2017-11-29 18:30:00	9027.126666666669	-85.28687457426349	-29.91715097868473	-0.5403160614851542	58.94959570333615	-4.4646381326964075	-0.0704043534491078	DOWN	UP	DOWN
45	1511977500	8695.0	9032.25	8966.63	8947.0	57.64447843999995	2017-11-29 18:45:00	8891.416666666666	-109.3371437047681	-24.050269130504603	-0.2819926190349823	51.11246627380856	-7.837129429527593	-0.1329462795464781	UP	UP	DOWN
46	1511978400	8947.99	9089.92	8947.99	9049.93	31.116065580000075	2017-11-29 19:00:00	9029.28	-117.41538494195811	-8.078241237190014	-0.07388377785871983	51.26661996287016	0.15415368906160154	0.0030159704725614884	DOWN	DOWN	DOWN
47	1511979300	8875.42	9049.93	9049.93	8887.3	31.134388660000173	2017-11-29 19:15:00	8937.55	-137.85622402382614	-20.440839081868035	-0.1740899550086434	52.2241568421834	0.9575368793132384	0.018677589433567773	DOWN	DOWN	DOWN
48	1511980200	8720.3	8934.99	8887.3	8767.17	47.18402313999992	2017-11-29 19:30:00	8807.486666666666	-149.44624827044572	-11.590024246619578	-0.08407327510012487	51.542337848156855	-0.6818189940265427	-0.013055624738699699	DOWN	DOWN	DOWN
49	1511981100	8531.24	8767.3	8767.17	8645.27	64.33354124999993	2017-11-29 19:45:00	8647.936666666666	-174.8341283764621	-25.387880106016382	-0.1698796751329157	45.54010968147888	-6.002228166677973	-0.11645238491820976	DOWN	DOWN	DOWN
50	1511982000	8305.01	8730.15	8645.51	8375.49	71.80160399000005	2017-11-29 20:00:00	8470.216666666667	-216.96363598459175	-42.12950760812964	-0.24096844248517746	42.391224078604736	-3.148885602874145	-0.06914532320845054	DOWN	DOWN	DOWN
51	1511982900	8020.0	8384.92	8384.92	8233.01	55.43580652999997	2017-11-29 20:15:00	8212.643333333333	-264.1055960792528	-47.141960094661044	-0.2172804667506999	29.708713864650534	-12.682510213954203	-0.2991777305235965	DOWN	DOWN	UP
52	1511983800	7400.0	8249.99	8233.01	7980.22	109.20483535000002	2017-11-29 20:30:00	7876.736666666667	-320.9318295801604	-56.82623350090762	-0.21516482173991955	17.423473960214366	-12.285239904436168	-0.41352311515087126	UP	UP	UP
53	1511984700	7701.01	8650.0	7960.0	8260.0	74.37732226000007	2017-11-29 20:45:00	8203.67	-331.02737541154056	-10.09554583138015	-0.03145697902444589	29.114237424988318	11.690763464773951	0.6709777562998761	UP	UP	UP
54	1511985600	8250.01	8495.0	8250.01	8485.9	38.26120577	2017-11-29 21:00:00	8410.303333333335	-314.96323060572104	16.064144805819524	0.04852814600559311	37.47633466681659	8.362097241828273	0.28721677026138454	UP	UP	DOWN
55	1511986500	8480.04	8800.0	8482.97	8571.11	68.69751080000007	2017-11-29 21:15:00	8617.050000000001	-289.80948840095334	25.153742204767696	0.07986247206187629	42.5840047353067	5.107670068490108	0.13629054479046196	DOWN	DOWN	DOWN
56	1511987400	8249.99	8648.96	8580.0	8471.0	41.49563544000003	2017-11-29 21:30:00	8456.65	-269.03430667202883	20.775181728924508	0.07168565060983065	40.855152126641634	-1.7288526086650648	-0.040598638371643354	DOWN	DOWN	DOWN
57	1511988300	8049.98	8489.99	8489.99	8340.97	42.39260653000002	2017-11-29 21:45:00	8293.646666666667	-260.3356972977017	8.698609374327134	0.032332714299263446	35.869702626973734	-4.985449499667901	-0.12202743693657404	UP	UP	UP
58	1511989200	8200.01	8445.13	8250.04	8296.99	18.999972849999992	2017-11-29 22:00:00	8314.043333333333	-255.54474079287866	4.790956504823043	0.018402994881429727	40.622329424068504	4.75262679709477	0.13249696677219822	UP	UP	UP
59	1511990100	8265.01	8385.99	8296.99	8380.0	32.15789351000007	2017-11-29 22:15:00	8343.666666666666	-236.0992938265299	19.445446966348754	0.07609409963208542	44.30665549096971	3.684326066901207	0.09069706536125582	UP	UP	UP
60	1511991000	8379.99	8490.0	8380.0	8439.07	30.524936779999983	2017-11-29 22:30:00	8436.353333333333	-209.0603067641623	27.038987062367596	0.11452379473118648	42.07958734829275	-2.2270681426769627	-0.05026486693699706	UP	UP	UP
61	1511991900	8390.0	8800.0	8439.08	8759.99	45.20621119	2017-11-29 22:45:00	8649.996666666666	-151.51693153766246	57.54337522649985	0.2752477317055391	46.474378441623124	4.394791093330376	0.10443997601389694	UP	UP	UP
62	1511992800	8722.37	8989.0	8760.0	8816.01	58.67279892000013	2017-11-29 23:00:00	8842.460000000001	-98.31743974543133	53.19949179223113	0.3511125209066643	51.9388815456937	5.464503104070573	0.11758098305574079	DOWN	DOWN	DOWN
63	1511993700	8753.25	8893.96	8816.01	8872.0	21.768448140000004	2017-11-29 23:15:00	8839.736666666666	-42.6776961916039	55.63974355382743	0.5659193699296154	51.08775717566614	-0.8511243700275557	-0.01638703693068114	DOWN	DOWN	DOWN
64	1511994600	8646.76	8887.0	8874.27	8684.93	23.62221161999996	2017-11-29 23:30:00	8739.563333333334	-7.914580740760357	34.76311545084354	0.8145499535582379	54.21978366062234	3.1320264849561994	0.06130679164847014	DOWN	DOWN	DOWN
65	1511995500	8521.19	8729.99	8661.87	8669.5	25.01295771	2017-11-29 23:45:00	8640.226666666667	15.32090405294366	23.235484793704018	2.9357821411866443	58.1554516900366	3.935668029414259	0.07258730602926727	UP	DOWN	DOWN
66	1511996400	8669.49	8759.85	8670.29	8669.49	14.767439839999982	2017-11-30 00:00:00	8699.61	29.58686854108055	14.265964488136888	0.9311437783853177	64.86336388032477	6.7079121902881695	0.11534451191335847	DOWN	DOWN	DOWN
67	1511997300	8375.5	8669.5	8658.0	8598.91	37.05311431000001	2017-11-30 00:15:00	8547.97	30.976818632159848	1.3899500910792995	0.04697861448734908	56.41447873263907	-8.4488851476857	-0.1302566601891662	UP	UP	UP
68	1511998200	8502.04	8766.35	8598.89	8550.04	26.022680840000056	2017-11-30 00:30:00	8606.143333333333	31.074564614185874	0.09774598202602647	0.003155455800246301	53.419314257836874	-2.995164474802195	-0.05309212354858324	DOWN	DOWN	UP
69	1511999100	8507.43	8638.37	8559.32	8608.01	21.900725150000042	2017-11-30 00:45:00	8584.603333333334	40.23209010863502	9.157525494449146	0.2946952148210835	46.95936297705231	-6.459951280784566	-0.12092913154228406	UP	UP	UP
70	1512000000	8540.01	8629.28	8608.01	8605.0	22.628425200000038	2017-11-30 01:00:00	8591.43	46.7799735141034	6.547883405468383	0.16275275253628968	56.98260644555867	10.023243468506365	0.21344504765544703	UP	UP	UP
71	1512000900	8604.99	8797.0	8604.99	8764.01	20.18319390999998	2017-11-30 01:15:00	8722.0	65.10781260278236	18.327839088678957	0.39178814590720984	64.83437386085338	7.851767415294702	0.13779235287870345	DOWN	DOWN	DOWN
72	1512001800	8632.95	8764.0	8764.0	8645.03	12.432910819999973	2017-11-30 01:30:00	8680.660000000002	68.54674946135128	3.4389368585689226	0.0528191121939483	57.91486766499957	-6.919506195853806	-0.1067258891202428	DOWN	UP	UP
73	1512002700	8645.02	8695.01	8645.03	8665.5	9.422950159999974	2017-11-30 01:45:00	8668.51	63.863263930014	-4.683485531337283	-0.06832542123646539	54.10572499547409	-3.809142669525478	-0.06577141281853444	UP	UP	UP
74	1512003600	8665.48	8741.06	8665.49	8719.39	13.921820479999989	2017-11-30 02:00:00	8708.643333333333	61.92624592669381	-1.9370180033201905	-0.03033070789245779	51.42870620974248	-2.6770187857316117	-0.049477551330391424	UP	UP	UP
75	1512004500	8719.38	8888.99	8719.39	8876.98	22.213891490000027	2017-11-30 02:15:00	8828.449999999999	71.38461583288881	9.458369906195003	0.152736045349681	49.26788362973842	-2.1608225800040586	-0.042015884498271115	UP	UP	UP
76	1512005400	8876.99	8955.0	8876.99	8922.93	12.540433819999983	2017-11-30 02:30:00	8918.306666666665	83.1676520245037	11.783036191614883	0.16506408354426028	45.82040779663403	-3.4474758331043915	-0.06997410034928865	UP	UP	UP
77	1512006300	8903.1	8998.0	8928.97	8997.91	18.557523120000003	2017-11-30 02:45:00	8966.336666666666	96.52684134901028	13.359189324506588	0.16062963182573156	57.94013415249301	12.11972635585898	0.26450498672229833	UP	DOWN	UP
78	1512007200	8968.29	8999.0	8997.9	8998.99	18.708230170000004	2017-11-30 03:00:00	8988.76	102.28555564745147	5.758714298441191	0.059659201709703895	65.39185990377143	7.451725751278424	0.12861077835384674	DOWN	UP	UP
79	1512008100	8900.09	9001.1	8999.0	8935.48	14.056120589999992	2017-11-30 03:15:00	8945.556666666667	103.4797441271403	1.194188479688819	0.011675045143273591	66.43623633183842	1.0443764280669825	0.015971046390236544	UP	UP	UP
80	1512009000	8935.48	9075.0	8935.49	9070.78	17.52071332999998	2017-11-30 03:30:00	9027.086666666668	118.8831027657252	15.403358638584905	0.14885385317207184	65.12119575196492	-1.3150405798734965	-0.019794025858193988	UP	UP	UP
81	1512009900	9070.58	9150.0	9070.82	9150.0	15.217252629999967	2017-11-30 03:45:00	9123.526666666667	136.3761362100322	17.493033444307002	0.1471448257771277	71.06308957959257	5.941893827627652	0.09124362289444549	UP	UP	UP
82	1512010800	9145.02	9299.97	9153.31	9290.63	16.47433166999999	2017-11-30 04:00:00	9245.206666666665	160.32821389217133	23.952077682139134	0.17563247022375425	68.67824743484763	-2.384842144744937	-0.033559505488061414	DOWN	UP	UP
83	1512011700	9179.07	9290.53	9290.53	9225.01	22.12374424000002	2017-11-30 04:15:00	9231.536666666667	165.6625143210549	5.33430042888358	0.033271127391658974	71.03611559808544	2.3578681632378107	0.03433209569703461	UP	UP	UP
84	1512012600	9232.44	9345.25	9235.09	9344.99	12.959703279999989	2017-11-30 04:30:00	9307.56	180.59225584906926	14.929741528014347	0.09012142299784501	71.25959663544802	0.22348103736257485	0.003146019957327144	DOWN	DOWN	UP
85	1512013500	9200.0	9345.0	9344.99	9230.36	12.15698243999998	2017-11-30 04:45:00	9258.453333333333	179.51477426467136	-1.0774815843979013	-0.005966377568805669	64.27049132267058	-6.98910531277744	-0.0980794958541867	UP	UP	UP
86	1512014400	9230.36	9309.94	9230.36	9285.0	12.213455609999983	2017-11-30 05:00:00	9275.1	180.53994284201872	1.0251685773473582	0.0057107755144202195	72.07160309211373	7.801111769443153	0.1213793703595263	UP	UP	UP
87	1512015300	9276.97	9345.0	9285.0	9330.06	18.577807240000006	2017-11-30 05:15:00	9317.343333333332	182.87603303171272	2.336090189694005	0.012939464546846557	77.62268692924215	5.551083837128417	0.0770217894284057	UP	UP	UP
88	1512016200	9334.61	9399.0	9344.99	9393.56	16.919160150000003	2017-11-30 05:30:00	9375.723333333333	187.8096375285786	4.9336044968658825	0.026977862626812017	78.61443918297712	0.9917522537349726	0.01277657722205643	UP	UP	DOWN
89	1512017100	9350.01	9400.0	9399.58	9397.99	14.127705329999989	2017-11-30 05:45:00	9382.666666666666	188.60145876712704	0.7918212385484367	0.004216084163561344	78.99520028540152	0.3807611024244011	0.004843399080138063	UP	DOWN	DOWN
90	1512018000	9353.01	9400.0	9366.01	9400.0	18.68979865	2017-11-30 06:00:00	9384.336666666668	184.83813182237827	-3.763326944748769	-0.019953859155434652	78.3396186457013	-0.6555816397002303	-0.008299005981777139	DOWN	DOWN	DOWN
91	1512018900	9222.39	9400.0	9400.0	9329.94	20.03906378000001	2017-11-30 06:15:00	9317.443333333335	174.10762234611866	-10.730509476259613	-0.05805354863990502	70.64303803864253	-7.696580607058763	-0.09824633742305172	DOWN	DOWN	DOWN
92	1512019800	9087.7	9330.0	9329.93	9209.98	22.33198931000003	2017-11-30 06:30:00	9209.226666666667	148.94556790246315	-25.162054443655506	-0.144520119823556	62.11836973081922	-8.524668307823312	-0.12067244762548608	DOWN	DOWN	DOWN
93	1512020700	9110.0	9221.71	9165.46	9176.88	9.557513889999997	2017-11-30 06:45:00	9169.529999999999	121.05369271148993	-27.891875190973224	-0.18726220312401767	61.03891776978641	-1.0794519610328095	-0.017377338872711166	DOWN	DOWN	DOWN
94	1512021600	9000.0	9176.88	9176.88	9000.0	19.985877850000005	2017-11-30 07:00:00	9058.96	76.60732041170922	-44.446372299780705	-0.36716246571437333	56.20409927463797	-4.83481849514844	-0.07920878468690055	DOWN	DOWN	DOWN
95	1512022500	8965.01	9000.1	9000.01	8965.99	8.012925950000001	2017-11-30 07:15:00	8977.033333333333	38.70358641803978	-37.90373399366945	-0.4947795300757702	48.22181616586349	-7.982283108774482	-0.14202314798729418	DOWN	UP	UP
96	1512023400	8900.0	8965.9	8965.9	8900.01	24.970703609999997	2017-11-30 07:30:00	8921.970000000001	-1.5194350545752968	-40.22302147261507	-1.0392582495628129	43.08741240395374	-5.134403761909745	-0.10647470730362951	UP	UP	UP
97	1512024300	8900.0	9099.99	8900.0	9012.57	23.521673340000003	2017-11-30 07:45:00	9004.186666666666	-19.372535037640773	-17.853099983065476	-11.74982762791113	52.053243629191314	8.965831225237572	0.20808469863961612	UP	UP	DOWN
98	1512025200	8923.17	9177.7	9001.01	9160.22	16.070067619999993	2017-11-30 08:00:00	9087.03	-23.050231850180353	-3.6776968125395797	-0.1898407619546862	52.221489299086095	0.1682456698947803	0.0032321841669138286	UP	DOWN	DOWN
99	1512026100	9050.0	9165.81	9160.84	9050.0	10.585781549999998	2017-11-30 08:15:00	9088.603333333333	-37.80623980177916	-14.756007951598804	-0.640167441590543	58.3139588645321	6.092469565446002	0.11666594819908026	DOWN	DOWN	DOWN
100	1512027000	8930.01	9051.33	9050.01	8940.34	17.23906456	2017-11-30 08:30:00	8973.893333333333	-61.11934132565875	-23.313101523879595	-0.6166469251137344	53.55045724912783	-4.763501615404266	-0.08168715875508048	UP	UP	UP
101	1512027900	8935.42	9010.0	8940.33	9010.0	8.604860699999994	2017-11-30 08:45:00	8985.14	-71.74828676945071	-10.628945443791963	-0.1739047773299511	54.4233241502991	0.8728669011712711	0.016299896322276266	UP	UP	UP
102	1512028800	9010.0	9109.8	9010.0	9109.62	12.895644099999997	2017-11-30 09:00:00	9076.473333333333	-70.52032268263065	1.2279640868200659	0.01711489071182831	52.352885725650005	-2.0704384246490974	-0.03804321872973499	UP	DOWN	DOWN
103	1512029700	9109.63	9149.99	9109.63	9119.78	12.515414050000002	2017-11-30 09:15:00	9126.466666666667	-66.1199169106203	4.400405772010345	0.06239911566788926	51.394275462616044	-0.958610263033961	-0.018310552508174257	DOWN	DOWN	DOWN
104	1512030600	9009.0	9119.79	9119.78	9021.4	12.250945930000007	2017-11-30 09:30:00	9050.063333333334	-68.68808943757176	-2.5681725269514573	-0.03884113360915238	45.383372151000415	-6.010903311615628	-0.11695666993083562	DOWN	DOWN	DOWN
105	1512031500	9021.4	9062.74	9021.41	9046.68	4.313667809999998	2017-11-30 09:45:00	9043.606666666667	-67.9052854063575	0.7828040312142548	0.011396503201995718	46.859256012798575	1.4758838617981596	0.0325203657605603	UP	DOWN	DOWN
106	1512032400	9046.68	9046.69	9046.69	9046.69	11.076359959999994	2017-11-30 10:00:00	9046.686666666668	-61.14307436976378	6.762211036593726	0.09958298527319975	52.75288671536882	5.893630702570242	0.12577303192693726	DOWN	DOWN	DOWN
107	1512033300	9000.02	9046.69	9046.69	9010.05	5.743661529999992	2017-11-30 10:15:00	9018.92	-56.66660761178355	4.4764667579802335	0.07321298125947552	55.96704150263719	3.2141547872683702	0.0609285100284753	DOWN	DOWN	DOWN
108	1512034200	8950.1	9010.05	9010.05	8990.45	13.284570139999998	2017-11-30 10:30:00	8983.533333333335	-50.78325709298588	5.88335051879767	0.10382394088426525	57.15033108462238	1.1832895819851927	0.021142614478370018	UP	UP	DOWN
109	1512035100	8935.0	9048.08	8990.46	9010.03	15.517142339999994	2017-11-30 10:45:00	8997.703333333333	-46.5514629182544	4.231794174731476	0.08333049940028299	66.61656798800658	9.4662369033842	0.16563748142364323	UP	DOWN	DOWN
110	1512036000	8980.0	9038.63	9000.01	9000.01	6.457736639999999	2017-11-30 11:00:00	9006.213333333333	-45.39705660274376	1.1544063155106414	0.024798497042677465	72.17393128068304	5.557363292676456	0.08342314022657224	DOWN	DOWN	DOWN
111	1512036900	8900.0	9000.01	9000.01	8907.66	22.96397966	2017-11-30 11:15:00	8935.890000000001	-50.841834470444155	-5.444777867700395	-0.11993680373038365	65.40654392752072	-6.76738735316232	-0.0937649818026966	DOWN	DOWN	DOWN
112	1512037800	8664.01	8909.05	8909.04	8850.05	46.64565142000001	2017-11-30 11:30:00	8807.703333333333	-56.25499589454557	-5.413161424101418	-0.10647061579275324	51.84322538218776	-13.563318545332955	-0.2073694424270902	DOWN	DOWN	DOWN
113	1512038700	8511.0	8850.05	8850.05	8511.0	31.564634500000015	2017-11-30 11:45:00	8624.016666666666	-91.62756006145355	-35.37256416690798	-0.6287897386610185	36.055636945798966	-15.787588436388795	-0.3045255830439338	DOWN	UP	UP
114	1512039600	8510.0	8718.58	8519.9	8584.07	28.657760240000027	2017-11-30 12:00:00	8604.216666666667	-112.64069949737313	-21.013139435919584	-0.22933208547544334	32.835256048656916	-3.22038089714205	-0.0893169881309578	UP	UP	UP
115	1512040500	8538.08	8729.0	8584.06	8645.62	19.049245439999996	2017-11-30 12:15:00	8637.566666666668	-121.83119295419965	-9.190493456826516	-0.08159123210204182	35.827275555212395	2.9920195065554793	0.09112216156078563	UP	UP	DOWN
116	1512041400	8635.0	8670.89	8645.62	8655.22	12.968528449999996	2017-11-30 12:30:00	8653.703333333333	-123.87999664088056	-2.0488036866809125	-0.016816741566760534	38.431115471578416	2.60383991636602	0.07267758644816061	UP	DOWN	UP
117	1512042300	8613.23	8739.89	8655.21	8613.28	17.22410046	2017-11-30 12:45:00	8655.466666666667	-128.67740768251315	-4.797411041632586	-0.038726276814003674	38.29272042072573	-0.13839505085268655	-0.003601119799789212	DOWN	UP	UP
118	1512043200	8583.17	8641.61	8620.9	8583.18	8.563007219999996	2017-11-30 13:00:00	8602.653333333334	-134.6246544249334	-5.947246742420248	-0.04621826666802256	37.68028243457827	-0.6124379861474623	-0.01599358779994078	UP	UP	UP
119	1512044100	8583.17	8808.35	8583.18	8792.95	36.06116029000004	2017-11-30 13:15:00	8728.156666666668	-117.63273189518804	16.991922529745352	0.1262170187350047	41.772928723998994	4.092646289420728	0.10861506403319862	UP	UP	UP
120	1512045000	8765.11	8927.26	8792.95	8887.97	40.847120310000044	2017-11-30 13:30:00	8860.113333333335	-95.50419122741005	22.128540667777997	0.18811550417357265	48.41223486755926	6.639306143560269	0.15893800952830767	UP	UP	DOWN
121	1512045900	8807.83	8970.0	8887.98	8936.0	43.03402190000012	2017-11-30 13:45:00	8904.61	-73.49809455980358	22.00609666760647	0.23042021910019214	57.18905593378937	8.776821066230106	0.18129344968768213	DOWN	DOWN	DOWN
122	1512046800	8800.01	8954.98	8922.82	8919.91	33.500024560000085	2017-11-30 14:00:00	8891.633333333333	-57.50384441035203	15.994250149451545	0.21761448708629338	50.895344685533296	-6.2937112482560735	-0.110050972961376	DOWN	DOWN	DOWN
123	1512047700	8551.01	8937.34	8905.0	8587.0	36.9336924400001	2017-11-30 14:15:00	8691.783333333333	-71.65461187009168	-14.150767459739654	-0.2460838506510738	44.30556025328649	-6.589784432246809	-0.1294771549925256	DOWN	DOWN	DOWN
124	1512048600	8421.01	8750.0	8586.89	8525.35	61.93355630999997	2017-11-30 14:30:00	8565.453333333333	-84.32636747724246	-12.671755607150772	-0.17684494098055265	37.780118378542845	-6.525441874743642	-0.14728268500474723	DOWN	DOWN	DOWN
125	1512049500	8050.0	8538.94	8480.59	8300.01	65.91527372000002	2017-11-30 14:45:00	8296.316666666668	-106.65759608508233	-22.331228607839876	-0.26481905097912	33.137408151065756	-4.642710227477089	-0.12288765696705461	DOWN	DOWN	DOWN
126	1512050400	8005.0	8323.97	8300.01	8130.0	62.59071173000002	2017-11-30 15:00:00	8152.990000000001	-140.66126935895772	-34.00367327387539	-0.318811547625264	30.43232573903093	-2.7050824120348267	-0.08163228698222214	UP	UP	UP
127	1512051300	8129.99	8390.0	8130.0	8280.0	58.56844813	2017-11-30 15:15:00	8266.663333333332	-151.90733545813055	-11.246066099172822	-0.07995140489222835	41.63576449668581	11.20343875765488	0.3681427063356491	DOWN	UP	UP
128	1512052200	8150.85	8298.63	8280.0	8198.95	41.19138253000004	2017-11-30 15:30:00	8216.143333333333	-164.87963721571396	-12.97230175758341	-0.08539615100522185	39.673242368850424	-1.9625221278353848	-0.047135489201635794	UP	UP	DOWN
129	1512053100	8186.66	8359.99	8198.94	8345.99	46.693615659999914	2017-11-30 15:45:00	8297.546666666667	-157.68043762941124	7.199199586302711	0.04366336382026311	40.880916450226344	1.2076740813759201	0.03044051882999433	DOWN	DOWN	DOWN
130	1512054000	8200.0	8369.99	8350.0	8296.94	47.00807169000004	2017-11-30 16:00:00	8288.976666666667	-154.27665597364467	3.403781655766579	0.021586581740509394	35.567211154860004	-5.31370529536634	-0.12998009234543273	DOWN	DOWN	DOWN
131	1512054900	8163.9	8296.94	8296.94	8170.01	40.469959890000155	2017-11-30 16:15:00	8210.283333333333	-165.4957620326477	-11.219106059003025	-0.07272069768558895	31.422891589365506	-4.144319565494499	-0.11652079066447152	DOWN	UP	UP
132	1512055800	8105.13	8250.0	8170.01	8234.51	45.21347188	2017-11-30 16:30:00	8196.546666666667	-168.27543361379867	-2.7796715811509785	-0.016796028774456635	30.331038069473365	-1.0918535198921404	-0.03474707338078517	UP	UP	UP
133	1512056700	8233.01	8299.99	8235.0	8269.04	31.03314695000014	2017-11-30 16:45:00	8267.346666666666	-166.64086912997118	1.6345644838274893	0.009713625148510414	34.045704988871066	3.7146669193977004	0.12247081391969641	UP	UP	UP
134	1512057600	8269.04	8499.0	8269.18	8499.0	43.06086875000008	2017-11-30 17:00:00	8422.346666666666	-141.97688510457556	24.66398402539562	0.14800681341957597	33.34932312874639	-0.6963818601246743	-0.02045432339710131	DOWN	DOWN	UP
135	1512058500	8352.15	8513.97	8499.0	8384.99	42.28713931000004	2017-11-30 17:15:00	8417.036666666667	-123.21141024826284	18.76547485631272	0.13217274658822584	26.778280444029733	-6.571042684716659	-0.19703676321551974	DOWN	UP	UP
136	1512059400	8304.74	8385.35	8384.99	8378.01	30.75842709000014	2017-11-30 17:30:00	8356.033333333333	-105.63242519463529	17.578985053627548	0.14267335320817331	26.911427196806784	0.13314675277705135	0.004972192036577788	UP	UP	UP
137	1512060300	8377.99	8479.45	8378.01	8449.74	30.263296290000095	2017-11-30 17:45:00	8435.726666666667	-78.87225638034397	26.76016881429132	0.253332901947331	31.835038985054737	4.923611788247953	0.1829561751683007	DOWN	UP	UP
138	1512061200	8400.0	8452.95	8452.95	8402.0	29.370561780000113	2017-11-30 18:00:00	8418.316666666668	-56.92018012180597	21.952076258538	0.2783244358152882	32.22413136333107	0.3890923782763309	0.012222142352613234	UP	UP	UP
139	1512062100	8383.41	8490.94	8401.75	8469.09	26.398562580000064	2017-11-30 18:15:00	8447.813333333334	-39.12897961671479	17.791200505091183	0.3125640232869787	38.86905664343989	6.644925280108822	0.20620960128254404	UP	UP	UP
