"index"	"time"	"low"	"high"	"open"	"close"	"volume"	"datetime"	"macd_histogram"	"macd_histogram_slopePercentage"	"macd_histogram_extrems"	"mfi"	"rsi"	"signal"	"bitcoins"	"budget"	"profit"
46	1512793800	13775.05	13777.93	13775.05	13776.93	33.05929009	"2017-12-09 05:30"	10.607980961881132	0.11485868485241912		70.27576561738519	62.55376978252789	null	null	null	null
47	1512794700	13549.95	13777.29	13776.93	13660.9	42.263371140000025	"2017-12-09 05:45"	2.755592195464665	-0.7402340553431752	"max"	59.11628970106882	53.11917373950409	null	null	null	null
48	1512795600	13368.65	13670.83	13653.96	13516.76	13.466402329999983	"2017-12-09 06:00"	-12.092084359183943	-5.388198071937455		58.004980258293905	44.20057456331563	null	null	null	null
49	1512796500	13516.75	13599.59	13516.75	13592.71	10.747426050000007	"2017-12-09 06:15"	-16.472742102773225	-0.3622748248743543		62.14167760978359	49.054357214649905	null	null	null	null
50	1512797400	13200	13599.64	13592.73	13200	36.34093775000008	"2017-12-09 06:30"	-43.934475531270756	-1.6671015218452478		56.64540772056625	33.0472019396926	null	null	null	null
51	1512798300	13200	13393.54	13200	13304.42	11.721240559999982	"2017-12-09 06:45"	-52.597579829197166	-0.1971823765543842		51.244794337156534	38.768660305187154	null	null	null	null
52	1512799200	13248.7	13550	13300.98	13550	11.603599859999957	"2017-12-09 07:00"	-39.89555138732443	0.24149454182342014	"min"	51.28882351842576	49.66337977690868	null	null	null	null
53	1512800100	13460.59	13580	13550	13464.62	8.259407449999983	"2017-12-09 07:15"	-35.498296961016706	0.11021916663382214		51.104704556692155	46.56155269356078	null	null	null	null
54	1512801000	13309	13461.16	13461.16	13309.05	7.129800219999975	"2017-12-09 07:30"	-40.93527936462583	-0.15316178152376922	"max"	47.23227203091887	41.47814416261612	null	null	null	null
55	1512801900	13300	13350.07	13309.06	13338.69	8.234647689999987	"2017-12-09 07:45"	-40.338185992916294	0.014586278168300739	"min"	43.595062017204405	42.760361001760295	null	null	null	null
56	1512802800	13338.68	13554.2	13338.69	13500.1	14.013774399999962	"2017-12-09 08:00"	-27.489158999198438	0.3185325933093334		42.51912476807318	49.277818815932974	null	null	null	null
57	1512803700	13500.09	13556.48	13500.1	13502.92	13.748349349999964	"2017-12-09 08:15"	-17.69261454862277	0.3563784709041599		47.596362830095224	49.38624975390346	null	null	null	null
58	1512804600	13382.67	13529.99	13502.91	13408.14	13.144393099999967	"2017-12-09 08:30"	-16.511137008997004	0.06677800708192877		43.50308688600146	45.83937191114226	null	null	null	null
59	1512805500	13366.58	13409.73	13408.15	13367.09	16.14295215999996	"2017-12-09 08:45"	-17.3247962144719	-0.04927941697967427	"max"	38.365209997450904	44.35360643762495	null	null	null	null
60	1512806400	13338.36	13380	13375.73	13354.98	14.490968609999946	"2017-12-09 09:00"	-17.45994521359497	-0.007800899788372552		26.44986680765328	43.901535097459494	null	null	null	null
61	1512807300	13301	13357	13351.21	13301.33	17.284627819999926	"2017-12-09 09:15"	-19.77392343450599	-0.13253066906013355		29.93912529742849	41.86568183767497	null	null	null	null
62	1512808200	13232.02	13420	13301	13409	21.977634670000025	"2017-12-09 09:30"	-12.992112740262868	0.34296737906897584	"min"	39.420877583851315	47.16143184861183	null	null	null	null
63	1512809100	13301.01	13410	13409.01	13368.62	17.935107239999954	"2017-12-09 09:45"	-10.28334496695296	0.20849324720800586		41.42310215291535	45.487851371991034	null	null	null	null
64	1512810000	13352	13445	13368.67	13397.54	16.710068869999958	"2017-12-09 10:00"	-5.823477745385453	0.43369810464396025		54.30329077771794	46.94010562606316	null	null	null	null
65	1512810900	13379.59	13436.53	13379.59	13402.4	24.13191391000006	"2017-12-09 10:15"	-2.0220290311205247	0.6527798131069036		62.775469145966206	47.194700427629265	null	null	null	null
66	1512811800	13361	13413.88	13402.4	13361.46	21.806138910000058	"2017-12-09 10:30"	-1.7507828944170996	0.13414552042960123		54.398675148308044	45.22605236243453	null	null	null	null
67	1512812700	13360	13428	13361.36	13383.56	19.801407070000028	"2017-12-09 10:45"	0.3206374027890533	1.1831394422526644		56.70825347663776	46.52285003702357	null	null	null	null
68	1512813600	13369.77	13399.34	13383.55	13369.77	19.997136920000003	"2017-12-09 11:00"	1.1206379618746425	2.495031933663422		53.66029555816992	45.79428861115983	null	null	null	null
69	1512814500	13360	13400	13369.74	13369.99	16.73790691999995	"2017-12-09 11:15"	1.97333121884175	0.7608998498861241		51.815521618595476	45.808869069416986	null	null	null	null
70	1512815400	13265.57	13384.63	13370	13265.57	19.664929650000015	"2017-12-09 11:30"	-3.8680263144154097	-2.9601505705087634	"max"	45.1399375559545	40.27187938548007	null	null	null	null
71	1512816300	13255.01	13329.91	13271.79	13256.81	20.003405839999974	"2017-12-09 11:45"	-7.48525784820179	-0.935162080026611		38.75025818764688	39.83685431862472	null	null	null	null
72	1512817200	13105.13	13256.61	13256.61	13209.99	22.519536110000082	"2017-12-09 12:00"	-11.93066890796139	-0.593888834547969		37.45194861787567	37.504938698816815	null	null	null	null
73	1512818100	13149.02	13287.54	13209.99	13287.54	24.968685280000095	"2017-12-09 12:15"	-8.697935799881193	0.2709599212767508	"min"	45.21158851014372	43.413425560984194	null	null	null	null
74	1512819000	13285.85	13333	13287.54	13319.75	18.679750089999963	"2017-12-09 12:30"	-3.6958244115263454	0.575091780790469		51.15844484432485	45.70930755846861	null	null	null	null
75	1512819900	13286.49	13327	13319.75	13327	20.97619401000002	"2017-12-09 12:45"	0.5686147023097092	1.1538532784556386		57.82673792354329	46.23804875134735	null	null	null	null
76	1512820800	13326.99	13350	13326.99	13350	14.411073309999937	"2017-12-09 13:00"	5.150978397767112	8.05882028171954		56.676466012717846	47.96926854847544	null	null	null	null
77	1512821700	13349.99	13391.88	13349.99	13378	16.971565489999954	"2017-12-09 13:15"	9.999744182234231	0.9413290854741307		56.52831913480289	50.076895065164315	null	null	null	null
78	1512822600	13216.74	13378.75	13377.98	13236.69	15.059809639999953	"2017-12-09 13:30"	3.933545219697365	-0.6066354150653385	"max"	50.802703956393415	41.0413405769297	null	null	null	null
79	1512823500	13200	13232.98	13226.12	13200	18.633991879999982	"2017-12-09 13:45"	-1.9883033713457152	-1.505473627553388		42.90018874694554	39.07017860877771	null	null	null	null
80	1512824400	13200	13289.67	13200.01	13286.14	13.435459529999946	"2017-12-09 14:00"	0.33401253476561976	1.1679887182103175	"min"	49.41382950037413	45.66796951260131	null	null	null	null
81	1512825300	13241.42	13294	13289.65	13284.56	14.025329819999934	"2017-12-09 14:15"	2.103024642226032	5.296244671481408		48.24001221484652	45.57049539877762	null	null	null	null
82	1512826200	13209.76	13289.62	13284.56	13246	14.101121469999951	"2017-12-09 14:30"	1.067731683605949	-0.4922876022623468	"max"	49.41195206779142	43.14990102974265	null	null	null	null
83	1512827100	13224.54	13281.99	13245.99	13236	14.367901259999941	"2017-12-09 14:45"	0.1492253077606307	-0.8602408170031386		49.91599978400084	42.51913206382412	null	null	null	null
84	1512828000	13221.63	13239.75	13235.99	13223.62	12.480188049999965	"2017-12-09 15:00"	-0.8001580330999687	-6.362079965574512		51.425347587077056	41.70630609902467	null	null	null	null
85	1512828900	13150.14	13223.62	13223.62	13190	14.595321099999943	"2017-12-09 15:15"	-3.0727896714101277	-2.84022848524752		52.631445401753375	39.498044501288824	null	null	null	null
86	1512829800	13189.99	13225	13190	13224.29	13.544059889999955	"2017-12-09 15:30"	-1.7148115420753527	0.4419365705273241	"min"	60.663276440465566	42.823280599483404	null	null	null	null
87	1512830700	13161	13240.77	13224.44	13162	13.271279179999953	"2017-12-09 15:45"	-4.312026573608705	-1.5145775310038265	"max"	52.36387682800002	38.66592643027666	null	null	null	null
88	1512831600	13116.5	13162.07	13162	13116.6	12.60040965999996	"2017-12-09 16:00"	-8.164421427226536	-0.89340702981656		44.94087186036646	35.92817243593629	null	null	null	null
89	1512832500	12820.66	13116.6	13116.6	12838.94	19.33870595999998	"2017-12-09 16:15"	-27.405272002811472	-2.3566704324474195		35.20733073617656	24.501840086779353	null	null	null	null
90	1512833400	12755.22	13010.5	12838.92	12860	32.259974910000025	"2017-12-09 16:30"	-36.15659662580239	-0.3193299676826099		26.048465816096254	26.41345267911906	null	null	null	null
91	1512834300	12750	12880	12834.21	12773.96	19.96408086999999	"2017-12-09 16:45"	-44.62699429741349	-0.23426977265792695		18.196615691943776	23.76590060717494	null	null	null	null
92	1512835200	12662.02	12914.69	12772.59	12662.03	23.143530220000063	"2017-12-09 17:00"	-54.02780552486756	-0.21065302235689504		17.635226435422112	20.83947850431622	null	null	null	null
93	1512836100	12500	12695.91	12669.87	12551.12	37.33761630000002	"2017-12-09 17:15"	-63.33074157078394	-0.1721879309281679		16.44169185214608	18.419214793411967	null	null	null	null
94	1512837000	12200	12553.52	12553.52	12365.73	39.122239080000035	"2017-12-09 17:30"	-76.69345209977898	-0.2109988008597643		10.113975683498765	15.234295084526636	null	null	null	null
95	1512837900	12131.44	12375	12375	12209.91	38.69615874000005	"2017-12-09 17:45"	-89.838367047189	-0.17139553100711055		4.591631205777318	13.17261632211023	"buy"	0.008169593387666249	0	null
96	1512838800	11721.7	12209.95	12135	11949.99	75.54460874000003	"2017-12-09 18:00"	-108.5963527734628	-0.2087970467720198		3.878406215111397	10.596515323806202	null	null	null	null
97	1512839700	11555	11998.99	11950	11966	54.47276486000001	"2017-12-09 18:15"	-112.03245688084195	-0.03164106362344442		3.530557603870861	11.741458431752989	null	null	null	null
98	1512840600	11668	11993.22	11965.99	11706.43	45.24841450999995	"2017-12-09 18:30"	-123.01650333227377	-0.09804343095960563		3.2913750578156	9.59580844220848	null	null	null	null
99	1512841500	11110.02	11713	11706.47	11579.93	61.98287191	"2017-12-09 18:45"	-129.3830559327631	-0.051753646283482495		3.004923009816011	8.756029885589697	null	null	null	null
100	1512842400	11501	12628.92	11508.59	12628.92	56.75302671000011	"2017-12-09 19:00"	-57.209791838661204	0.557826243736339	"min"	10.744690724276097	48.783524410080695	null	null	null	null
101	1512843300	12350.52	12968	12620.99	12665.11	48.76041321999999	"2017-12-09 19:15"	-4.09687120054042	0.9283886364751316		18.98611773173201	49.60490497022819	null	null	null	null
102	1512844200	12323.01	12680	12665.1	12558.71	34.74599480000005	"2017-12-09 19:30"	25.194705269211568	7.149743068780909		18.273664494768624	47.207804370416184	null	null	null	null
103	1512845100	12545.05	12683.88	12558.71	12598.13	30.370692750000025	"2017-12-09 19:45"	47.268479777994344	0.8761275146074985		23.175268728399274	48.20641748614842	null	null	null	null
104	1512846000	12584.03	12680	12598.13	12588.92	25.517868859999982	"2017-12-09 20:00"	60.44994469647318	0.2788637371116686		27.932205276842268	47.978069071899284	null	null	null	null
105	1512846900	12373.29	12580.05	12580.05	12410.09	25.100775560000024	"2017-12-09 20:15"	56.40435827556678	-0.06692456777619574	"max"	27.713327815077676	43.654090649288825	null	null	null	null
106	1512847800	12220	12500	12410.1	12445.81	36.71264916000002	"2017-12-09 20:30"	55.33678897391883	-0.018927071139295263		27.118021634850933	44.725659496729634	null	null	null	null
107	1512848700	12352.37	12446	12445.81	12378.33	17.990984109999967	"2017-12-09 20:45"	49.4796402141732	-0.1058454758281367		31.147879426274358	43.05965363065246	null	null	null	null
108	1512849600	12377.45	12537.48	12378.46	12530	19.73598911999998	"2017-12-09 21:00"	54.8003841730216	0.10753400663015118	"min"	35.75388509910073	47.768967935947394	null	null	null	null
109	1512850500	12536.43	12598.98	12536.43	12570	20.474912930000034	"2017-12-09 21:15"	59.59687286665513	0.08752655234112139		40.719484390125935	48.96771504874852	null	null	null	null
110	1512851400	12569.99	12862	12570	12740.01	31.19616324000003	"2017-12-09 21:30"	71.97442979788562	0.20768802683531096		50.397633833452296	53.81904725172372	"sell"	0	103.82049970116489	0.04080701454801896
111	1512852300	12655.5	12774.99	12740.01	12674.01	17.533248299999958	"2017-12-09 21:45"	73.22915032141947	0.01743286507523965		54.06001547206778	51.76183174701238	null	null	null	null
112	1512853200	12560.02	12717.11	12674.01	12561.42	15.844203689999965	"2017-12-09 22:00"	64.3063489430055	-0.12184767048709089	"max"	57.35276571955786	48.36542745546606	null	null	null	null
113	1512854100	12550	12613.62	12560.75	12568.01	18.12054679999997	"2017-12-09 22:15"	56.93144399701373	-0.1146839319478101		62.898277980961005	48.57810815185011	null	null	null	null
114	1512855000	12567.68	12657.63	12567.68	12630	18.587597779999978	"2017-12-09 22:30"	54.31907554942936	-0.04588621443927194		59.12661213416014	50.63780295870479	null	null	null	null
115	1512855900	12616.53	12724.99	12630	12724.98	21.329362929999995	"2017-12-09 22:45"	56.81025795268985	0.04586201768094461	"min"	55.74160293852311	53.69800261322223	null	null	null	null
116	1512856800	12691.71	12749.5	12724.98	12749.49	11.957397549999966	"2017-12-09 23:00"	57.74294242034554	0.016417536220877684		63.67926188698504	54.4822123945193	null	null	null	null
117	1512857700	12739.25	12899	12743.98	12852.9	24.603085830000033	"2017-12-09 23:15"	62.55350354334803	0.08330994094453179		63.042333825233165	57.73473299484174	null	null	null	null
118	1512858600	12850.01	13182	12852.9	13128.37	27.376861200000018	"2017-12-09 23:30"	80.3803602124407	0.2849857427528277		63.380109560431606	64.92483549698223	null	null	null	null
119	1512859500	12861.05	13328.97	13128.48	13059.38	33.34864256000004	"2017-12-09 23:45"	83.26522989936485	0.03589023088848572		72.33780449572214	62.07659992729156	null	null	null	null
120	1512860400	12850.04	13059.15	13059.15	12914.74	22.628381630000025	"2017-12-10 00:00"	71.61593741467769	-0.13990584663930683	"max"	75.3942295147183	56.48208168928129	null	null	null	null
121	1512861300	12886.15	12997.54	12902.77	12996.99	16.16638167999996	"2017-12-10 00:15"	65.78395135173226	-0.08143419291122994		75.30773629131045	58.758248320174225	null	null	null	null
122	1512862200	12882.23	12997.31	12997.31	12899.31	14.530717539999964	"2017-12-10 00:30"	52.27121541773255	-0.20541082826949833		69.93044149668413	55.07409467323891	null	null	null	null
123	1512863100	12548.39	12963.59	12899.01	12926.2	16.698955929999975	"2017-12-10 00:45"	42.483323920257	-0.1872520357381071		63.825384265536556	55.89394939063037	null	null	null	null
124	1512864000	12500.01	12926.18	12926.18	12543.88	13.49638421999997	"2017-12-10 01:00"	9.331535899853662	-0.7803482628296846		56.591528286597644	43.68686731600673	null	null	null	null
125	1512864900	12439.74	12660	12548.37	12521	16.477894379999977	"2017-12-10 01:15"	-13.809065693734532	-2.479827741320814		56.85301572576271	43.080492146307684	null	null	null	null
126	1512865800	12520.91	12636.44	12521	12550.14	16.267138119999977	"2017-12-10 01:30"	-26.11051248454443	-0.8908239748900121		62.65168715966765	44.143850651215686	null	null	null	null
127	1512866700	12490.45	12558.61	12550	12550.71	12.059336299999973	"2017-12-10 01:45"	-32.737084382047044	-0.2537894229929449		64.06455478779588	44.16582361694779	null	null	null	null
128	1512867600	12333	12550.69	12550.36	12411	19.782003540000005	"2017-12-10 02:00"	-44.337106231268855	-0.3543388810636796		56.98373223340461	40.011157557397354	null	null	null	null
129	1512868500	12200	12467.03	12411	12416.17	15.042685389999958	"2017-12-10 02:15"	-49.09934147754964	-0.10740969925823012		50.30695384842844	40.235206524116144	null	null	null	null
130	1512869400	12258.46	12499.88	12448.66	12262.96	10.744967269999984	"2017-12-10 02:30"	-59.321674574654224	-0.20819694907270145		46.007696755054596	35.950168794172555	null	null	null	null
131	1512870300	12123.1	12307.97	12262.96	12205.81	15.733356579999965	"2017-12-10 02:45"	-66.16488875020457	-0.1153577377007185		37.8873291703565	34.4752449993906	null	null	null	null
132	1512871200	12245.24	12349.99	12259.16	12345.96	20.27272880000001	"2017-12-10 03:00"	-57.789375818712415	0.12658546080403194	"min"	35.714625429192	40.88082638877169	null	null	null	null
133	1512872100	12168.22	12399	12345.97	12180.53	10.498011839999988	"2017-12-10 03:15"	-59.683805832333384	-0.03278163134282453	"max"	23.93966751644166	36.36217486584032	null	null	null	null
134	1512873000	12090.07	12193.79	12179.04	12090.07	9.322709059999983	"2017-12-10 03:30"	-62.995486247689115	-0.05548708513426679		25.600206385053227	34.13999295566528	null	null	null	null
135	1512873900	11848.94	12090.01	12090	11874.58	12.520438009999976	"2017-12-10 03:45"	-74.85741104977008	-0.1882980116296205		17.933048840662366	29.513004628128442	null	null	null	null
136	1512874800	11700	11876.31	11870.53	11726.15	34.230562330000055	"2017-12-10 04:00"	-87.0064139711713	-0.16229525909363565		16.52969496230203	26.81697864982479	null	null	null	null
137	1512875700	11701	11875.81	11717.63	11776.96	23.668441299999994	"2017-12-10 04:15"	-85.78514453166068	0.014036544936966102	"min"	26.066421160986295	29.20121148021356	"buy"	0.008793521286640354	0	null
138	1512876600	11530.1	11776.61	11776.61	11554.07	26.384956140000003	"2017-12-10 04:30"	-93.51904125357808	-0.09015426580138311	"max"	24.865801668170278	25.30633527379966	null	null	null	null
139	1512877500	11500	11732.89	11560.05	11500.01	23.659276100000028	"2017-12-10 04:45"	-95.472953994948	-0.02089320757760828		24.31094039392869	24.454374710039787	null	null	null	null
140	1512878400	11500	12059.93	11500.01	11776.82	30.57735610000004	"2017-12-10 05:00"	-72.36870481792025	0.24199784557048823	"min"	28.02758633373722	36.28303899175806	null	null	null	null
141	1512879300	11550	11776.82	11776.82	11550	12.775028459999975	"2017-12-10 05:15"	-66.74519523905644	0.07770637312098594		28.050810672660603	31.878428188861804	null	null	null	null
142	1512880200	11510.04	11791.04	11550	11779.06	16.504277029999976	"2017-12-10 05:30"	-43.12774586433943	0.3538449365550299		34.722268363300984	39.82326689443815	null	null	null	null
143	1512881100	11774.24	12049.94	11774.24	12014.99	16.172153419999997	"2017-12-10 05:45"	-8.933385141234254	0.79286222912427		40.82872848268539	46.71634257397944	null	null	null	null
144	1512882000	11853.63	12040.14	11997.59	11982.17	9.255631099999993	"2017-12-10 06:00"	12.967217654385308	2.4515457969602026		44.686967302904996	45.92820148213452	null	null	null	null
145	1512882900	11790.11	11965.92	11965.92	11915.24	11.067879349999982	"2017-12-10 06:15"	23.80788993829691	0.8360060402198506		45.57682366319436	44.287304498880026	null	null	null	null
146	1512883800	11698.12	11924.74	11914.93	11718	10.235417489999985	"2017-12-10 06:30"	18.777783320357173	-0.2112789764643697	"max"	39.022113669181884	39.77712226423288	null	null	null	null
147	1512884700	11667.42	11785.31	11718	11783.73	17.065100559999976	"2017-12-10 06:45"	20.803199143175846	0.10786234925945172	"min"	38.08224832630633	41.90056273110363	null	null	null	null
148	1512885600	11747.12	11910	11783.73	11747.12	16.906281639999992	"2017-12-10 07:00"	20.566189685403913	-0.011392933180168107	"max"	43.50945291616837	41.03274222685594	null	null	null	null
149	1512886500	11636.68	11788.26	11747.12	11726.09	11.780459249999979	"2017-12-10 07:15"	19.870965015508716	-0.03380425253923465		43.67215612038086	40.51366047365296	null	null	null	null
150	1512887400	11726.06	12020	11726.09	11956.81	11.360579219999972	"2017-12-10 07:30"	34.94579167110055	0.7586358611082233	"min"	52.705766354215115	48.24861634616557	null	null	null	null
151	1512888300	11956.8	12314.68	11956.8	12280	18.20117877999998	"2017-12-10 07:45"	64.93630450278343	0.8582009849410398		51.716644349153	56.73519597612635	null	null	null	null
152	1512889200	12090.56	12285	12279.91	12118.57	16.470731199999978	"2017-12-10 08:00"	71.62820901262705	0.10305336223062682		53.80814056484695	52.136218637798756	null	null	null	null
153	1512890100	11971.55	12149.98	12115.51	11972.62	10.684070129999967	"2017-12-10 08:15"	64.1908387618002	-0.1038329780033416	"max"	56.960276703060096	48.32238611953706	null	null	null	null
154	1512891000	11846.79	11988.96	11972.63	11920	21.892911770000005	"2017-12-10 08:30"	54.09719071683625	-0.15724437068690628		44.214783041964516	46.98782383349158	null	null	null	null
155	1512891900	11896.92	11987.24	11919.99	11950	24.40028173000002	"2017-12-10 08:45"	48.01708186487474	-0.11239232151234882		53.25353867605657	47.871755455757786	null	null	null	null
156	1512892800	11876.61	11966	11950	11876.61	34.20425518999996	"2017-12-10 09:00"	38.063762072300506	-0.2072870613125544		42.04400185698435	45.857325918535764	null	null	null	null
157	1512893700	11560	11875.58	11875.58	11571.25	23.24764899	"2017-12-10 09:15"	11.314019680268757	-0.7027613912997287		34.02217593032495	38.58249394675691	null	null	null	null
158	1512894600	11571.24	11901.56	11571.25	11649.99	27.189044449999994	"2017-12-10 09:30"	-0.07455156535725393	-1.0065893084389157		38.55044523459854	41.17399587687379	null	null	null	null
159	1512895500	11650	11800	11650	11781.43	37.348448130000065	"2017-12-10 09:45"	2.125330192951367	29.50819003956126	"min"	48.1612617790556	45.3215528009309	null	null	null	null
160	1512896400	11730	11851.8	11775.38	11742.27	28.692646810000088	"2017-12-10 10:00"	1.8347321004297044	-0.13673079763578747	"max"	54.73130277276812	44.318987538580195	null	null	null	null
